omp_flush_array_close
n iter,1000
arr step,16
""
type mode,aggregate,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
int,max,6.8882863e-09,8.1513417e-09,7.8701271e-09,7.8298375e-09,7.8312193e-09,8.3199896e-09,7.9204166e-09,7.9011824e-09,8.189991e-09,7.9002501e-09,8.1610097e-09,8.2079767e-09,8.1597551e-09,8.1419099e-09,8.2087177e-09,8.5796184e-09,8.2210513e-09,8.5811432e-09,8.5884889e-09,8.3001488e-09,8.3592812e-09,8.4290186e-09,8.2709976e-09,8.5514827e-09,8.449202e-09,8.4004211e-09,8.5095692e-09,8.3181494e-09,8.2994325e-09,8.5404778e-09,8.5792943e-09,8.3203831e-09,8.5998819e-09,8.3984628e-09,8.3218991e-09,8.2914253e-09
int,min,6.8882863e-09,6.9391212e-09,3.9190919e-09,3.4301112e-09,3.9193024e-09,3.4792339e-09,3.4902969e-09,3.4598027e-09,3.4712738e-09,4.0810442e-09,3.480896e-09,4.0797038e-09,4.099326e-09,4.0899687e-09,4.0688748e-09,4.0917198e-09,4.0913766e-09,4.1306598e-09,4.1206583e-09,4.1106953e-09,4.1615813e-09,4.0607835e-09,4.1206299e-09,4.1514607e-09,4.1895441e-09,4.1593613e-09,3.5911697e-09,4.1416502e-09,4.1601709e-09,4.1594632e-09,4.0398462e-09,4.1503229e-09,4.1001048e-09,4.1096954e-09,4.1509679e-09,4.1499298e-09
int,med,6.8882863e-09,7.6244834e-09,6.8877377e-09,5.8559233e-09,7.8694345e-09,8.0994917e-09,7.5701021e-09,7.5303367e-09,7.5590021e-09,7.5644072e-09,7.7592979e-09,7.77836e-09,7.7804846e-09,7.7861102e-09,7.7992622e-09,7.1896381e-09,7.55993e-09,8.2152967e-09,7.5509825e-09,7.9154816e-09,8.3100224e-09,4.1810559e-09,6.2414145e-09,6.3008572e-09,4.2007709e-09,4.1804926e-09,4.1987343e-09,8.4314044e-09,7.7889153e-09,8.0843015e-09,5.800267e-09,5.9648145e-09,7.7592885e-09,7.7904008e-09,7.84819e-09,7.7356852e-09
int,avg,6.8882863e-09,7.6244834e-09,6.2355431e-09,5.7431547e-09,7.090228e-09,7.3643677e-09,7.1283465e-09,7.1278042e-09,7.2360259e-09,6.8447767e-09,7.4191427e-09,7.1479825e-09,7.2316421e-09,7.3256048e-09,7.3846439e-09,7.0136538e-09,6.7168679e-09,7.3567135e-09,7.1273517e-09,6.4607968e-09,6.9950828e-09,5.6217929e-09,6.1586708e-09,6.4963745e-09,5.6850854e-09,5.8058037e-09,5.1415592e-09,6.795368e-09,6.5969737e-09,7.3937999e-09,6.0048568e-09,6.111306e-09,6.9851787e-09,7.3788915e-09,7.3863699e-09,7.3516285e-09
ull,max,7.3610097e-09,7.5608249e-09,7.989626e-09,7.8905774e-09,7.9192245e-09,7.901442e-09,7.9594533e-09,7.9197188e-09,8.1896635e-09,8.2196266e-09,8.1696696e-09,8.1808873e-09,8.1899655e-09,8.1589893e-09,8.1303609e-09,8.1718788e-09,8.1903616e-09,8.1713792e-09,8.1394908e-09,8.3107231e-09,8.3300024e-09,8.5700816e-09,8.5088269e-09,8.6380717e-09,8.5302397e-09,8.3000024e-09,8.3791438e-09,8.2501038e-09,8.3609969e-09,8.5999522e-09,8.5007668e-09,8.3188307e-09,8.3908018e-09,8.2896764e-09,8.268645e-09,8.381223e-09
ull,min,7.3610097e-09,3.560345e-09,3.5300931e-09,3.4999075e-09,7.5584967e-09,3.4900124e-09,3.4987036e-09,3.4507603e-09,3.4808281e-09,3.489716e-09,4.0802847e-09,3.5012732e-09,4.0601846e-09,4.0878011e-09,4.0296965e-09,4.0789374e-09,3.9215501e-09,4.0889064e-09,3.5106125e-09,4.0701645e-09,4.099693e-09,4.1197495e-09,4.1088867e-09,4.1114795e-09,3.9895317e-09,4.1591464e-09,4.1503732e-09,4.0309868e-09,4.1701184e-09,4.161089e-09,4.0498949e-09,4.1598027e-09,4.1502315e-09,3.5913391e-09,4.0606482e-09,4.1499492e-09
ull,med,7.3610097e-09,5.5605201e-09,7.5678102e-09,7.5491508e-09,7.9092245e-09,7.5199973e-09,7.5602631e-09,7.53017e-09,7.5204047e-09,7.6851804e-09,7.7400099e-09,7.749817e-09,7.7892628e-09,7.7795406e-09,7.7490094e-09,7.7889839e-09,7.8003508e-09,7.7540753e-09,7.7892679e-09,8.0948034e-09,4.0213275e-09,6.4762131e-09,8.2487477e-09,7.2148743e-09,8.2607976e-09,7.5648425e-09,6.257955e-09,6.3051429e-09,7.6089839e-09,7.7951541e-09,3.3611172e-09,7.798329e-09,7.7621465e-09,7.7487354e-09,7.7403847e-09,7.795268e-09
ull,avg,7.3610097e-09,5.5605201e-09,6.3661973e-09,6.6217762e-09,7.7731783e-09,6.9859061e-09,7.1426314e-09,7.0743937e-09,7.2200201e-09,7.2790766e-09,7.0510478e-09,7.5131166e-09,7.301392e-09,7.0631721e-09,7.1041719e-09,7.1874151e-09,6.7481863e-09,7.0087575e-09,6.039712e-09,6.8062248e-09,5.9676105e-09,6.1204566e-09,7.3164765e-09,6.2822642e-09,6.6106369e-09,6.6345694e-09,6.9902328e-09,6.124132e-09,6.9516288e-09,7.2791779e-09,5.7727698e-09,7.1074055e-09,6.79185e-09,7.3082512e-09,7.1442917e-09,7.4380929e-09
float,max,6.0508482e-09,6.2306898e-09,6.2221899e-09,6.4794658e-09,6.5081903e-09,6.5615652e-09,6.5517606e-09,6.5990617e-09,6.8201802e-09,6.8485269e-09,6.8590712e-09,6.8190752e-09,6.7884294e-09,6.8105803e-09,6.8291391e-09,6.8093979e-09,6.8212601e-09,7.0111969e-09,6.9401115e-09,6.8193439e-09,6.919287e-09,7.1495445e-09,6.8391924e-09,7.1208571e-09,6.8698071e-09,6.9994585e-09,7.1099155e-09,7.210596e-09,7.1002982e-09,7.2796469e-09,7.1587833e-09,7.1598903e-09,6.9882101e-09,6.9508484e-09,6.8797928e-09,6.8388356e-09
float,min,6.0508482e-09,3.3498862e-09,3.2203918e-09,3.171107e-09,3.1887422e-09,3.2211479e-09,3.2901601e-09,3.2181833e-09,3.2197498e-09,3.2184279e-09,3.2610373e-09,3.1882706e-09,3.4014279e-09,3.4082957e-09,3.380531e-09,3.3798009e-09,3.3818744e-09,3.409248e-09,3.4296172e-09,3.4115514e-09,3.4281136e-09,3.4497856e-09,3.4813844e-09,3.3695279e-09,3.4598746e-09,3.4199849e-09,3.4809807e-09,3.3008191e-09,3.4606131e-09,3.4500301e-09,3.4595747e-09,3.4599808e-09,3.3009392e-09,3.4607669e-09,3.4614204e-09,3.4687941e-09
