omp_atomicadd_array_v2
n iter,1000
arr step,1
""
type mode,aggregate,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
int,max,7.4295677e-09,3.54382678e-08,5.68792465e-08,7.20097977e-08,9.5238671e-08,1.051001379e-07,1.343897711e-07,1.436614224e-07,1.392901877e-07,1.449615759e-07,1.421707193e-07,1.429299561e-07,1.478595351e-07,1.429880342e-07,1.354799155e-07,1.469206126e-07,1.638019182e-07,1.707005144e-07,2.011607103e-07,2.325708247e-07,2.372810808e-07,2.475795979e-07,3.098188744e-07,3.284887199e-07,3.088811877e-07,3.327298648e-07,4.140914095e-07,3.370494896e-07,3.400598854e-07,2.413209927e-07,2.130900838e-07,2.224099054e-07,2.778594847e-07,4.129684979e-07,1.539078975e-07,5.467101767e-07,1.954999295e-07,8.600492123e-07,5.244194635e-07,3.911405589e-07,6.051397699e-07,7.00830739e-07,9.661803149e-07,8.394384081e-07
int,min,7.4295677e-09,3.54189764e-08,2.91392448e-08,4.63599043e-08,5.44804422e-08,7.47003114e-08,8.08079994e-08,9.63092177e-08,1.59495775e-08,6.12794279e-08,5.66692548e-08,7.55115489e-08,7.38312866e-08,9.25609157e-08,8.19405974e-08,1.015503845e-07,1.010095702e-07,1.146789481e-07,1.218819377e-07,9.79509064e-08,1.289709048e-07,1.271805136e-07,9.58091821e-08,8.6858643e-08,8.16896518e-08,9.19988657e-08,1.351692307e-07,7.82802306e-08,6.28105356e-08,9.92692824e-08,7.53201317e-08,6.92807686e-08,9.69403143e-08,1.397898355e-07,1.945998334e-07,2.62506508e-08,1.382906184e-07,1.941301022e-07,6.80997679e-08,1.096118439e-07,1.22796333e-08,1.103900488e-07,1.244906862e-07,3.01009393e-08
int,med,7.4295677e-09,3.54334995e-08,5.69407721e-08,6.06365026e-08,9.52993597e-08,8.92598392e-08,1.321800507e-07,1.203603114e-07,9.62787976e-08,1.032907644e-07,9.53000108e-08,9.69402042e-08,1.078296909e-07,1.041199644e-07,1.233882663e-07,1.209594196e-07,1.324798416e-07,1.292847094e-07,1.50340621e-07,1.614737898e-07,1.724209961e-07,1.701302947e-07,2.0925821e-07,2.234756134e-07,2.551695457e-07,2.906655379e-07,2.625409358e-07,2.528545537e-07,2.402688028e-07,2.368446839e-07,2.51620123e-07,2.272998705e-07,2.939407227e-07,3.000753911e-07,2.219396399e-07,4.067536299e-07,2.860986136e-07,8.185548891e-07,2.527586111e-07,3.490394141e-07,5.400494017e-07,6.685151328e-07,9.60501646e-07,7.05551024e-07
int,avg,7.4295677e-09,3.54334995e-08,4.76530878e-08,5.94931697e-08,7.9411492e-08,8.96135706e-08,1.114219668e-07,1.200054237e-07,1.046061844e-07,1.135981925e-07,1.083893116e-07,1.07981592e-07,1.149654398e-07,1.133795575e-07,1.107907762e-07,1.266850707e-07,1.407729561e-07,1.372902676e-07,1.584488881e-07,1.712454927e-07,1.780347913e-07,1.867012416e-07,2.160754152e-07,2.322264427e-07,2.447516171e-07,2.467968006e-07,2.839956455e-07,2.544997434e-07,2.549394971e-07,2.018483905e-07,2.087649699e-07,2.006793259e-07,2.806258819e-07,3.133393469e-07,2.165438471e-07,4.143065852e-07,2.384145148e-07,7.307174627e-07,2.910157608e-07,3.168259908e-07,4.68847813e-07,5.28433864e-07,6.433316927e-07,6.112520064e-07
ull,max,5.9513885e-09,3.34891049e-08,5.36699541e-08,7.15097838e-08,7.23707756e-08,7.12785191e-08,7.26205284e-08,7.36504521e-08,8.92183243e-08,1.094695084e-07,1.227201953e-07,1.413306964e-07,1.51249436e-07,1.558192046e-07,1.706403464e-07,1.755803413e-07,1.919193918e-07,2.052302687e-07,2.212400766e-07,2.496500017e-07,2.347394627e-07,2.376204082e-07,2.343106911e-07,3.001610971e-07,2.719999083e-07,4.130500781e-07,3.65280303e-07,3.600695674e-07,3.966194704e-07,3.911510191e-07,5.407694682e-07,2.360890765e-07,5.625821149e-07,3.717514099e-07,5.077499594e-07,3.695604703e-07,6.120407274e-07,3.440600624e-07,6.515994986e-07,4.091596408e-07,6.816214398e-07,8.823000542e-07,5.354982098e-07,5.907310281e-07
ull,min,5.9513885e-09,3.35208267e-08,2.39997093e-08,4.74101622e-08,1.34891058e-08,3.45894595e-08,3.35207964e-08,4.58102203e-08,5.40987863e-08,6.49105255e-08,7.05702625e-08,7.63912885e-08,7.47081906e-08,7.60997377e-08,7.57395715e-08,9.05408389e-08,5.19701176e-08,4.83676295e-08,4.90596262e-08,8.8540686e-08,4.97399754e-08,4.38896672e-08,4.15592754e-08,1.02879662e-07,6.05195561e-08,4.89582059e-08,-1.50297141e-08,5.07596219e-08,1.102799609e-07,2.10407338e-08,7.95816504e-08,6.53593672e-08,9.33508116e-08,1.173707677e-07,8.64300406e-08,4.17805795e-08,1.358603387e-07,1.178210852e-07,1.549605089e-07,6.68493153e-08,5.09001637e-08,1.660792636e-07,3.02199315e-08,1.685201714e-07
ull,med,5.9513885e-09,3.35053295e-08,5.36990276e-08,6.02800371e-08,5.02698366e-08,4.72711919e-08,5.99495169e-08,5.9340569e-08,7.40605994e-08,7.96100703e-08,8.47714346e-08,1.260449147e-07,1.00471967e-07,1.179701901e-07,1.198011205e-07,1.284592934e-07,1.291001372e-07,1.463847646e-07,1.494980052e-07,1.70235055e-07,1.710193263e-07,1.745239706e-07,2.200602669e-07,2.16436306e-07,1.919702769e-07,1.897201081e-07,2.713109444e-07,2.128394676e-07,3.102207635e-07,1.971487354e-07,3.310102919e-07,2.757405815e-07,3.956803171e-07,2.479197691e-07,3.862294801e-07,2.272401998e-07,4.785619557e-07,3.630248882e-07,5.25610023e-07,3.243201077e-07,7.279594167e-07,6.76684893e-07,4.631907658e-07,3.249898763e-07
ull,avg,5.9513885e-09,3.35053295e-08,4.39124308e-08,5.98825899e-08,5.26600447e-08,5.14304214e-08,5.68057414e-08,5.99115815e-08,7.0017527e-08,8.51378582e-08,9.39705634e-08,1.157001116e-07,1.123529657e-07,1.193381911e-07,1.286220789e-07,1.349948782e-07,1.421300177e-07,1.485140398e-07,1.655020879e-07,1.934811873e-07,1.758445111e-07,1.663710776e-07,2.106699074e-07,2.359502435e-07,1.830851391e-07,2.1313707e-07,2.464119562e-07,2.072590451e-07,2.880171117e-07,2.28237144e-07,3.614204308e-07,2.26193835e-07,3.647108185e-07,2.997612155e-07,3.546983048e-07,2.512351583e-07,5.312378863e-07,3.024698807e-07,4.779190267e-07,3.145995172e-07,5.974752656e-07,5.69685699e-07,3.921112971e-07,3.525607514e-07
float,max,1.09610114e-08,5.79292685e-08,9.57490654e-08,1.437603917e-07,1.552697528e-07,2.246091556e-07,2.13438833e-07,2.676915121e-07,2.726485603e-07,2.839492804e-07,2.688603307e-07,2.780295451e-07,2.903597314e-07,2.604489035e-07,2.629402449e-07,2.765019778e-07,2.923708955e-07,3.490702666e-07,3.709014563e-07,4.269003687e-07,4.421700949e-07,4.81710148e-07,5.353794418e-07,5.923409946e-07,5.985510306e-07,7.10440598e-07,5.94461965e-07,6.672900279e-07,7.620312302e-07,7.11929469e-07,6.499496236e-07,5.882885558e-07,7.671585448e-07,6.879099388e-07,7.852800444e-07,7.846814955e-07,7.308914651e-07,8.168901344e-07,8.997406535e-07,9.379486595e-07,8.019606427e-07,9.986397549e-07,8.397704256e-07,1.1522500943e-06
float,min,1.09610114e-08,5.76193243e-08,5.48794516e-08,1.071698457e-07,9.14390167e-08,1.689991219e-07,1.394814203e-07,1.746701752e-07,2.85005688e-08,1.602398352e-07,1.119211078e-07,1.417011357e-07,1.761601814e-07,1.417599643e-07,1.521313348e-07,1.772108144e-07,1.701509668e-07,1.892193356e-07,2.062611891e-07,1.827903302e-07,2.054189897e-07,2.250804062e-07,1.842317542e-07,1.441705373e-07,2.456795995e-07,7.84404866e-08,1.90051543e-07,1.778101115e-07,6.81405147e-08,3.184217082e-07,5.20494823e-08,9.36210342e-08,5.254802332e-07,2.709419116e-07,3.138713171e-07,2.55804169e-08,3.982198669e-07,2.341005167e-07,2.810018005e-07,1.867897527e-07,2.12306271e-08,5.55011804e-08,8.52000899e-08,1.281512498e-07
float,med,1.09610114e-08,5.77742964e-08,9.60091678e-08,1.259700606e-07,1.538198877e-07,1.980502129e-07,2.080794099e-07,2.271904266e-07,1.853195949e-07,2.129751903e-07,1.829099611e-07,1.993195258e-07,2.827703688e-07,2.013309167e-07,2.512917169e-07,2.523148351e-07,2.329996246e-07,2.499949989e-07,2.691902771e-07,3.376147923e-07,3.217292105e-07,3.031500026e-07,3.399301962e-07,4.361103255e-07,4.117096019e-07,5.117908025e-07,4.364497871e-07,4.99045212e-07,6.344093478e-07,5.362605766e-07,5.366890062e-07,5.672503355e-07,6.233094086e-07,5.43154566e-07,7.01110916e-07,5.307147042e-07,7.764818587e-07,5.010105512e-07,5.929596951e-07,6.748544288e-07,4.439115787e-07,5.188558477e-07,5.776809557e-07,8.534157223e-07
float,avg,1.09610114e-08,5.77742964e-08,8.22633876e-08,1.258406027e-07,1.31018494e-07,1.977431496e-07,1.803954852e-07,2.261281561e-07,2.068070114e-07,2.285992452e-07,1.966390175e-07,2.143094682e-07,2.366738422e-07,2.075479524e-07,2.338386164e-07,2.465446391e-07,2.43248429e-07,2.661415509e-07,2.885361025e-07,3.241318944e-07,3.329551545e-07,3.495007648e-07,3.808414912e-07,4.367812866e-07,4.301330073e-07,5.154620939e-07,4.443838037e-07,4.956586712e-07,5.927358216e-07,5.366047973e-07,4.758297195e-07,4.798036161e-07,5.844161352e-07,5.363706147e-07,6.295889726e-07,5.284351554e-07,6.084127663e-07,6.188126546e-07,6.156546875e-07,7.06338183e-07,5.453592433e-07,7.015089392e-07,5.381706275e-07,7.727959798e-07
