omp_atomicadd_array_v2_spread
n iter,1000
arr step,1
""
type mode,aggregate,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
int,max,5.3487003e-09,2.80681915e-08,2.72891263e-08,3.86082214e-08,6.24918863e-08,7.72889853e-08,9.8229377e-08,1.033103694e-07,1.011295851e-07,1.040816081e-07,9.81603746e-08,1.010392805e-07,1.019389169e-07,1.111411995e-07,1.088479857e-07,1.077081636e-07,1.111797583e-07,1.338901666e-07,1.249496506e-07,1.535595386e-07,1.769898537e-07,1.690697281e-07,2.10600215e-07,1.922513965e-07,1.913502277e-07,1.888999178e-07,1.878806238e-07,1.906508328e-07,2.080003334e-07,2.047295717e-07,2.022495863e-07,1.835606041e-07,2.237802829e-07,1.709216023e-07,1.982004813e-07,1.947714435e-07
int,min,5.3487003e-09,2.52312216e-08,2.01003429e-08,2.13902458e-08,5.56904626e-08,5.30212112e-08,5.53007817e-08,7.73898056e-08,1.09801259e-08,2.10787473e-08,3.48518668e-08,5.0648933e-08,5.09511784e-08,5.86108723e-08,3.75082172e-08,5.62792764e-08,5.71577995e-08,7.8230834e-08,6.39102408e-08,3.93681876e-08,4.01696016e-08,5.24222728e-08,7.96114133e-08,-1.41796008e-08,6.31684956e-08,3.52499953e-08,4.70706087e-08,3.79907062e-08,3.39203458e-08,4.24995708e-08,5.64398805e-08,6.55910912e-08,4.82597e-08,7.22790941e-08,6.38290005e-08,3.85003207e-08
int,med,5.3487003e-09,2.66688953e-08,2.70697812e-08,3.87503444e-08,5.05399629e-08,6.74558568e-08,9.47482011e-08,9.19942775e-08,7.47687807e-08,7.72635575e-08,8.04108591e-08,7.72105135e-08,7.097026e-08,8.64854025e-08,9.44509102e-08,1.035512155e-07,1.048186215e-07,1.066488603e-07,8.20291525e-08,1.211540433e-07,1.20888604e-07,1.305948992e-07,1.539411789e-07,1.373101355e-07,1.171398225e-07,1.565756866e-07,1.470205666e-07,1.201892086e-07,1.348799649e-07,1.668292089e-07,1.203290901e-07,1.342254334e-07,1.5309008e-07,1.246254134e-07,1.540484912e-07,1.436004572e-07
int,avg,5.3487003e-09,2.66688953e-08,2.48197501e-08,3.400497e-08,5.42948702e-08,6.56296214e-08,8.53083103e-08,9.08529408e-08,7.96477548e-08,7.72849689e-08,7.78763432e-08,7.98724984e-08,7.78884878e-08,9.01136664e-08,8.86363696e-08,9.3132686e-08,9.97003717e-08,1.12545879e-07,9.0156028e-08,1.136584429e-07,1.313265392e-07,1.313752917e-07,1.558016741e-07,1.441261289e-07,1.291549209e-07,1.374256195e-07,1.351567605e-07,1.210433835e-07,1.420116703e-07,1.376674139e-07,1.310593368e-07,1.315512221e-07,1.567063836e-07,1.24713006e-07,1.382223483e-07,1.359351692e-07
ull,max,1.11781503e-08,1.16889001e-08,2.42901073e-08,3.01100864e-08,3.92499673e-08,4.17202843e-08,4.29706139e-08,3.57002678e-08,5.72003868e-08,7.50497678e-08,8.54194431e-08,1.044308086e-07,1.033896353e-07,1.01660784e-07,9.89600282e-08,1.038081218e-07,9.77308774e-08,1.04419523e-07,9.10197554e-08,9.11391278e-08,1.079302167e-07,9.91694348e-08,1.08669174e-07,1.018893185e-07,9.17294928e-08,1.008807005e-07,9.74594031e-08,1.016496257e-07,1.057096892e-07,1.060506538e-07,1.074896419e-07,1.024409415e-07,1.21521008e-07,9.37000504e-08,1.189617159e-07,1.190804515e-07
ull,min,1.11781503e-08,8.9718109e-09,1.37504248e-08,2.26677113e-08,1.08794444e-08,1.28808926e-08,1.61292715e-08,2.39701547e-08,2.60895689e-08,2.51708699e-08,2.36301779e-08,5.53501888e-08,1.13278683e-08,2.56978435e-08,2.11815895e-08,2.6160262e-08,2.39097424e-08,2.76315709e-08,2.74687006e-08,2.93500578e-08,2.92200165e-08,4.49513382e-08,4.11520149e-08,3.01394887e-08,2.7130867e-08,3.55786398e-08,2.50302699e-08,3.06703462e-08,2.21885959e-08,4.40999702e-08,3.43010968e-08,3.25411081e-08,3.65797408e-08,3.92309964e-08,3.80495895e-08,3.87488127e-08
ull,med,1.11781503e-08,1.03260284e-08,2.4790755e-08,2.51056804e-08,2.57905594e-08,2.65802996e-08,2.58799728e-08,2.61897507e-08,3.88283023e-08,6.2535808e-08,7.05210216e-08,7.81656749e-08,6.90996413e-08,6.92253931e-08,7.83608829e-08,7.72237547e-08,7.45508023e-08,7.59252498e-08,8.28494305e-08,8.54098666e-08,7.73204938e-08,7.70666088e-08,7.5710152e-08,8.11963523e-08,6.78118535e-08,7.67740685e-08,7.39782338e-08,7.82386115e-08,9.58486967e-08,7.4784708e-08,7.69504512e-08,7.45560139e-08,8.73800371e-08,6.54805533e-08,9.81610432e-08,1.006204475e-07
ull,avg,1.11781503e-08,1.03260284e-08,2.14942521e-08,2.56851534e-08,2.61979807e-08,2.80284684e-08,3.11170176e-08,2.62752833e-08,4.78349811e-08,5.81143354e-08,6.60016448e-08,8.25329952e-08,6.93730427e-08,6.96910407e-08,6.78396146e-08,7.19751721e-08,7.15889666e-08,7.40361504e-08,7.4968232e-08,7.41452114e-08,7.72081029e-08,7.37506337e-08,7.78317855e-08,6.89884657e-08,6.75651167e-08,7.46243988e-08,7.15773187e-08,7.67702219e-08,8.14569959e-08,7.63176864e-08,7.68312668e-08,7.12574283e-08,8.12170565e-08,7.58962989e-08,9.41794087e-08,7.84759576e-08
float,max,6.6898793e-09,2.78480197e-08,3.03206125e-08,3.87089668e-08,5.69502148e-08,9.25413811e-08,1.154087939e-07,1.270011102e-07,1.193102385e-07,1.290400354e-07,1.300890726e-07,1.308290225e-07,1.172495889e-07,1.158992912e-07,1.321296188e-07,1.206315666e-07,1.337397607e-07,1.377177917e-07,1.709909904e-07,1.975193474e-07,1.885605226e-07,1.93240271e-07,2.313698534e-07,2.540901086e-07,2.616619232e-07,2.429298289e-07,2.355003387e-07,2.390496834e-07,2.379293231e-07,2.547787819e-07,2.477807149e-07,2.26251494e-07,2.301691946e-07,2.452300656e-07,3.047501369e-07,2.572214511e-07
float,min,6.6898793e-09,1.9718092e-08,2.14502945e-08,2.71496054e-08,3.10280061e-08,5.58293228e-08,5.53597691e-08,9.87100436e-08,1.37398277e-08,3.0749447e-08,4.93018857e-08,5.20112321e-08,6.46312068e-08,3.36297447e-08,1.049510332e-07,1.044299954e-07,9.22791896e-08,8.51388739e-08,6.14593175e-08,1.641613536e-07,4.70294446e-08,1.231894312e-07,1.161505583e-07,1.3087007e-07,3.22241104e-07,2.349609576e-07,1.287013164e-07,2.214710374e-07,1.623492972e-07,2.122598457e-07,2.062292511e-07,1.896003917e-07,1.172995232e-07,1.757899225e-07,1.427001233e-07,1.497001694e-07
float,med,6.6898793e-09,2.48582507e-08,2.88614908e-08,3.22249419e-08,4.04802594e-08,7.95197855e-08,1.181780194e-07,1.124516164e-07,1.136089444e-07,9.16112502e-08,9.70511957e-08,9.78455064e-08,9.50096397e-08,8.90642863e-08,9.7771274e-08,1.029942105e-07,1.079686942e-07,9.6294953e-08,1.390998698e-07,1.827060098e-07,1.959581181e-07,1.655892124e-07,1.950401559e-07,1.954439066e-07,2.518105533e-07,2.323651296e-07,2.489805191e-07,1.966697142e-07,3.084202618e-07,2.615801157e-07,2.609003867e-07,2.246593805e-07,2.430387482e-07,2.518598611e-07,2.713305313e-07,2.410601022e-07
float,avg,6.6898793e-09,2.48582507e-08,2.62269655e-08,3.21271903e-08,4.35558591e-08,7.60297024e-08,9.88761685e-08,1.134616171e-07,9.37375802e-08,9.63356821e-08,9.62592163e-08,9.67586834e-08,9.71649673e-08,8.97648781e-08,1.08631396e-07,1.111523998e-07,1.05714107e-07,1.108834789e-07,1.401326966e-07,1.762901476e-07,1.709197049e-07,1.67781763e-07,2.084819395e-07,2.049410139e-07,2.594858435e-07,2.291321584e-07,2.392571585e-07,2.569651571e-07,2.429037018e-07,2.384519209e-07,2.573080828e-07,2.059930415e-07,2.084228078e-07,2.434885656e-07,2.563591655e-07,2.376679479e-07
double,max,6.8312286e-09,2.70000104e-08,3.50104568e-08,2.97904504e-08,2.97994846e-08,4.53010349e-08,4.18399986e-08,3.03202933e-08,6.85992386e-08,8.74313023e-08,1.144916862e-07,1.263906294e-07,1.126104289e-07,1.12170658e-07,1.299312283e-07,1.229109702e-07,1.215293732e-07,1.459718622e-07,1.192498386e-07,1.255698019e-07,1.236277812e-07,1.499511438e-07,1.155400342e-07,1.409812106e-07,1.548799663e-07,1.303412968e-07,1.436399597e-07,1.724897543e-07,1.394789577e-07,1.257392238e-07,1.385401044e-07,1.239487839e-07,1.919593628e-07,1.583610236e-07,1.67660713e-07,1.760406245e-07
double,min,6.8312286e-09,2.14285324e-08,2.33584511e-08,2.75207056e-08,1.32705855e-08,2.73294565e-08,1.18210735e-08,2.90013753e-08,2.98698904e-08,5.27808308e-08,4.94308345e-08,6.93200606e-08,1.31696292e-08,3.20890352e-08,5.64516496e-08,2.04090366e-08,2.38584612e-08,2.48603885e-08,5.46507866e-08,2.53101041e-08,4.71094611e-08,4.48192906e-08,4.22678662e-08,1.94314893e-08,7.09003815e-08,6.83407523e-08,2.34101132e-08,8.09104306e-08,1.298912144e-07,4.50807605e-08,9.35509552e-08,7.12606888e-08,8.83497589e-08,8.52409021e-08,9.78192053e-08,7.08989816e-08
double,med,6.8312286e-09,2.31638554e-08,2.99101936e-08,2.06196798e-08,9.7806277e-09,4.1954642e-08,2.21493663e-08,2.70653727e-08,5.60692448e-08,6.63045688e-08,7.81499953e-08,9.97843798e-08,8.56508113e-08,9.87394616e-08,1.011008624e-07,9.57402412e-08,9.04585706e-08,1.00104442e-07,9.79507291e-08,1.173349574e-07,1.490502408e-07,1.303851656e-07,1.217099219e-07,1.112640372e-07,1.50250074e-07,1.155044508e-07,1.088594843e-07,1.495341637e-07,1.065993863e-07,1.084306602e-07,1.202008939e-07,1.086532859e-07,1.406605769e-07,1.535497216e-07,1.621700273e-07,1.504008078e-07
double,avg,6.8312286e-09,2.31638554e-08,2.55066025e-08,2.46376289e-08,2.12259525e-08,3.87281298e-08,2.48720299e-08,2.71125183e-08,5.45177576e-08,6.77801707e-08,8.53932799e-08,1.037557131e-07,8.10862656e-08,8.15702386e-08,9.58564912e-08,8.84469217e-08,9.3420375e-08,1.018073969e-07,9.98314348e-08,1.040462146e-07,1.211334786e-07,1.368918712e-07,1.031957427e-07,1.154757871e-07,1.234691392e-07,1.110397862e-07,1.199066069e-07,1.491541614e-07,1.246657317e-07,1.109982495e-07,1.214040568e-07,1.096166043e-07,1.508165387e-07,1.507883229e-07,1.487005451e-07,1.40056939e-07
