omp_barrier_close
n iter,1000
""
type mode,aggregate,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
int,max,4.7041918e-07,5.227598215e-07,6.420398717e-07,8.523904424e-07,1.127689882e-06,1.2901693988e-06,1.5308211713e-06,1.7566689503e-06,2.0043585837e-06,2.1760392279e-06,2.3306515091e-06,2.522620183e-06,2.8746098671e-06,2.840059529e-06,3.3335095403e-06,3.4195613033e-06,3.544579545e-06,3.7101912006e-06,4.1478892033e-06,4.3363089616e-06,4.4192795721e-06,4.4824900061e-06,4.1961490518e-06,4.1836077614e-06,4.1710398383e-06,4.5576103003e-06,4.5291316051e-06,4.5147702516e-06,4.2575101631e-06,4.2595703595e-06,4.512571317e-06,4.3120618626e-06,4.5674304193e-06,4.4938908463e-06,4.5916497404e-06,4.5921493208e-06,4.4955102785e-06,4.4674587149e-06,4.5480299648e-06,4.337070692e-06,4.84342898076e-05,3.10580694887e-05,4.24150183124e-05,3.11045007487e-05
int,min,4.7041918e-07,5.227498215e-07,6.420398717e-07,8.523904424e-07,1.127689882e-06,1.2901693988e-06,1.5308111713e-06,1.7566689503e-06,2.0043585837e-06,2.1760416121e-06,2.3306391249e-06,2.5226206462e-06,2.8746098671e-06,2.8400699922e-06,3.3335100035e-06,3.4195513033e-06,3.5445700082e-06,3.7102012006e-06,4.1478892033e-06,4.3363294249e-06,4.4192795721e-06,4.4825300061e-06,4.1961590518e-06,4.1836177614e-06,4.1710303015e-06,4.557609837e-06,4.5291096841e-06,4.5147702516e-06,4.2575208311e-06,4.2595703595e-06,4.5125417802e-06,4.3120499417e-06,4.5674304193e-06,4.4938693886e-06,4.5916297404e-06,4.5921493208e-06,4.4955098152e-06,4.4674887149e-06,4.5480399648e-06,4.337040692e-06,4.84342812653e-05,3.10580013417e-05,4.24147015552e-05,3.11045102855e-05
int,med,4.7041918e-07,5.227548215e-07,6.420398717e-07,8.523904424e-07,1.1276803453e-06,1.2901693988e-06,1.5308211713e-06,1.7566689503e-06,2.0043485837e-06,2.1760511488e-06,2.3306610458e-06,2.5226206462e-06,2.8746098671e-06,2.840059529e-06,3.3335195403e-06,3.4195613033e-06,3.544569545e-06,3.7101912006e-06,4.1478992033e-06,4.33632373e-06,4.4192795721e-06,4.4824997745e-06,4.1961490518e-06,4.1835977614e-06,4.1710398383e-06,4.5576003003e-06,4.5291196841e-06,4.51477002e-06,4.2575208311e-06,4.2595608228e-06,4.5125617802e-06,4.3120618626e-06,4.5674304193e-06,4.4938693886e-06,4.5916497404e-06,4.5921493208e-06,4.4955102785e-06,4.4674587149e-06,4.5480299648e-06,4.337070692e-06,4.8434110135e-05,3.10580212738e-05,4.24147187756e-05,3.11044615395e-05
int,avg,4.7041918e-07,5.227548215e-07,6.420398717e-07,8.523904424e-07,1.1276860674e-06,1.2901693988e-06,1.5308197427e-06,1.7566689503e-06,2.0043508059e-06,2.176047811e-06,2.330658186e-06,2.5226229918e-06,2.8746106363e-06,2.8400631335e-06,3.3335155711e-06,3.4195606783e-06,3.544570215e-06,3.7101917561e-06,4.1478923612e-06,4.33632473e-06,4.4192810007e-06,4.4824985582e-06,4.1961503562e-06,4.1836035947e-06,4.1710360236e-06,4.5576070452e-06,4.5291197553e-06,4.5147770329e-06,4.2575180725e-06,4.2595643196e-06,4.512563169e-06,4.3120572475e-06,4.5674325405e-06,4.4938717844e-06,4.591651169e-06,4.5921495986e-06,4.4955099331e-06,4.4674602939e-06,4.5480284263e-06,4.337069942e-06,4.843415439e-05,3.10580350399e-05,4.24147500071e-05,3.1104454014e-05
