omp_flush_array_close
n iter,1000
arr step,64
""
type mode,aggregate,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
int,max,7.8296869e-09,7.8112804e-09,7.8699654e-09,7.909614e-09,8.3189862e-09,7.9105655e-09,7.809614e-09,7.9197736e-09,8.2087546e-09,8.161664e-09,8.1597733e-09,8.159866e-09,8.1604604e-09,8.2180876e-09,8.1687001e-09,8.5794147e-09,8.5211983e-09,8.3695784e-09,8.3080815e-09,8.3490607e-09,8.4893861e-09,8.3400568e-09,8.58011e-09,8.2893979e-09,8.5393555e-09,8.5206995e-09,8.5178726e-09,8.6281284e-09,8.6094833e-09,8.5812119e-09,8.5703993e-09,8.5907367e-09,8.290506e-09,8.3707597e-09,8.5998415e-09,8.5712566e-09
int,min,7.8296869e-09,3.919073e-09,3.9216748e-09,3.9406186e-09,6.8799158e-09,3.9395183e-09,3.9582825e-09,3.4789072e-09,3.9203453e-09,3.4601424e-09,3.9408589e-09,3.9606909e-09,3.9499815e-09,4.0797462e-09,4.060007e-09,4.0786053e-09,3.4700458e-09,3.5102092e-09,4.0798854e-09,3.9617705e-09,3.6015462e-09,4.1303882e-09,4.1305658e-09,4.1297081e-09,4.1502539e-09,3.589109e-09,4.0101442e-09,4.1907684e-09,4.1505179e-09,4.1996704e-09,4.1601512e-09,4.1690218e-09,4.1500189e-09,4.1587042e-09,4.1510304e-09,4.149474e-09
int,med,7.8296869e-09,5.8649451e-09,7.8706093e-09,7.9147247e-09,8.3104272e-09,6.8859087e-09,7.9097046e-09,7.5594661e-09,7.5593617e-09,7.6785704e-09,7.5687238e-09,7.7879646e-09,7.7797612e-09,7.7898395e-09,7.7509727e-09,7.150093e-09,6.089601e-09,7.8055351e-09,7.8095271e-09,7.7530786e-09,6.0912262e-09,8.3048659e-09,8.9596562e-09,6.1343031e-09,8.1581973e-09,3.4252878e-09,7.8016568e-09,7.5657916e-09,8.4116072e-09,8.0747543e-09,7.8103963e-09,8.1067264e-09,7.7995601e-09,7.825808e-09,7.8492268e-09,7.7487222e-09
int,avg,7.8296869e-09,5.8649451e-09,6.5538948e-09,6.9284297e-09,7.9419081e-09,6.2455369e-09,7.2540406e-09,6.8936397e-09,7.0520116e-09,7.1827711e-09,7.1410049e-09,7.2366505e-09,7.3166116e-09,7.0763203e-09,7.198298e-09,6.9612953e-09,6.7688392e-09,7.2893118e-09,6.9709037e-09,6.5744492e-09,6.1717162e-09,6.970822e-09,6.7857273e-09,5.5275592e-09,6.1465784e-09,5.7965669e-09,7.2947089e-09,7.0400784e-09,6.7432589e-09,7.240169e-09,7.1197791e-09,7.4862419e-09,6.6990814e-09,7.3996606e-09,7.3442755e-09,7.383236e-09
ull,max,3.5598396e-09,8.0189897e-09,8.249429e-09,7.9211455e-09,7.9184457e-09,8.049657e-09,7.9595462e-09,8.0095642e-09,8.2190323e-09,8.2184453e-09,8.2289348e-09,8.2495816e-09,8.1704173e-09,8.2691997e-09,8.1298479e-09,8.14931e-09,8.5786157e-09,8.6288156e-09,8.5118347e-09,8.5904778e-09,8.5108052e-09,8.5685681e-09,8.5704211e-09,8.4284889e-09,8.5514549e-09,8.5407201e-09,8.6697655e-09,8.401147e-09,8.6405682e-09,8.5302522e-09,8.4515933e-09,8.5481227e-09,8.3500549e-09,8.3901505e-09,8.4701712e-09,8.4393468e-09
ull,min,3.5598396e-09,7.5210966e-09,7.5592986e-09,7.5610286e-09,3.9408711e-09,7.5592125e-09,3.9607724e-09,4.0084311e-09,3.5289388e-09,3.9796097e-09,3.9891713e-09,3.9809941e-09,3.9606108e-09,4.1094376e-09,4.0507413e-09,4.0900931e-09,4.0903905e-09,4.1198503e-09,4.079579e-09,4.1010049e-09,4.1481374e-09,4.1311827e-09,4.150752e-09,4.079101e-09,3.5906973e-09,4.0501117e-09,4.1519017e-09,4.1899884e-09,4.1499603e-09,4.1511212e-09,4.1613811e-09,4.0317889e-09,4.1497324e-09,4.1480692e-09,4.1496899e-09,4.1387047e-09
ull,med,3.5598396e-09,7.7647435e-09,8.2295105e-09,7.7403796e-09,7.5604915e-09,7.7891846e-09,7.5682492e-09,7.5251051e-09,7.5691803e-09,7.6839318e-09,7.7910574e-09,7.8100462e-09,7.759669e-09,7.7947662e-09,7.7498177e-09,7.7991695e-09,8.1688051e-09,8.2108498e-09,8.2004501e-09,8.2158361e-09,6.2497958e-09,3.3907458e-09,4.1889528e-09,7.6401697e-09,6.319857e-09,7.994442e-09,7.7897867e-09,6.6840127e-09,6.2801187e-09,8.3598892e-09,7.7889734e-09,4.6437916e-09,7.818432e-09,7.8451048e-09,7.7106119e-09,7.80475e-09
ull,avg,3.5598396e-09,7.7647435e-09,8.0261266e-09,7.7456612e-09,6.9806154e-09,7.8028258e-09,7.1925878e-09,7.1552877e-09,7.2751463e-09,7.3840645e-09,7.5481959e-09,7.5465483e-09,7.5523375e-09,7.3185367e-09,7.3918629e-09,7.4569867e-09,7.3286594e-09,7.1228499e-09,6.6436834e-09,7.4087078e-09,6.4477943e-09,5.1308272e-09,5.8923066e-09,6.3280238e-09,6.729084e-09,7.0355954e-09,7.0893932e-09,6.2944451e-09,6.3958447e-09,7.2532915e-09,6.6582997e-09,6.0671767e-09,7.2516292e-09,7.418868e-09,6.9123336e-09,7.2192662e-09
float,max,6.2203871e-09,6.5894936e-09,6.5116313e-09,6.5902554e-09,6.4490916e-09,6.5998415e-09,6.8805785e-09,6.7700043e-09,6.860703e-09,6.8203511e-09,6.8097681e-09,6.8405205e-09,6.7903503e-09,6.8098192e-09,7.2088351e-09,7.1213327e-09,7.16968e-09,7.1294272e-09,7.1991553e-09,7.1104895e-09,6.6290814e-09,7.24951e-09,7.0582384e-09,7.0901106e-09,7.1405963e-09,7.0303658e-09,7.1094411e-09,6.9098289e-09,7.1091306e-09,6.9302063e-09,6.8197362e-09,7.2000009e-09,6.8509038e-09,6.9189587e-09,6.9909663e-09,6.8708499e-09
float,min,6.2203871e-09,6.2397327e-09,6.2300108e-09,6.2299904e-09,6.1304657e-09,3.2795238e-09,4.5806128e-09,3.2795563e-09,3.27884e-09,3.2693628e-09,3.2889507e-09,3.2895413e-09,3.2697581e-09,3.4293581e-09,3.4102144e-09,3.4085999e-09,3.4389986e-09,3.4389607e-09,3.4302054e-09,3.4212512e-09,3.4505161e-09,3.4717992e-09,3.4076978e-09,3.4299196e-09,3.4915767e-09,3.489977e-09,3.3007091e-09,3.3821992e-09,3.3109566e-09,3.4602219e-09,3.4604736e-09,3.4512799e-09,3.3108089e-09,3.4590219e-09,3.4492479e-09,3.4608984e-09
