omp_barrier
n iter,1000
""
type mode,aggregate,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
int,max,9.38293448e-08,5.802309531e-07,7.605700647e-07,8.865388586e-07,8.884781058e-07,9.398010535e-07,9.400097012e-07,9.823587605e-07,1.0050986443e-06,1.0042101299e-06,1.0042201781e-06,1.0226497638e-06,1.0408905618e-06,1.0453002844e-06,1.0460578537e-06,1.0462520128e-06,1.0461490303e-06,1.0466491588e-06,1.0464706227e-06,1.0469905405e-06,1.1050789514e-06,1.103149613e-06,1.0471109349e-06,1.1008297452e-06,1.1269496245e-06,1.06158205e-06,1.1276007126e-06,1.0707890025e-06,1.1389192e-06,1.2177196344e-06,1.2224298647e-06,1.2298495059e-06,4.82395808043e-05,5.08971692062e-05,5.27238691827e-05,5.46313484297e-05
int,min,9.38293448e-08,5.802309531e-07,7.605796014e-07,8.865288586e-07,8.884800267e-07,9.398010535e-07,9.400101645e-07,9.823582973e-07,1.0051386443e-06,1.0042101299e-06,1.0042198711e-06,1.0226402271e-06,1.0408905618e-06,1.0452988736e-06,1.046048317e-06,1.0462596286e-06,1.0461485922e-06,1.0466586955e-06,1.0464706227e-06,1.046990197e-06,1.1050594147e-06,1.1031691498e-06,1.0471185507e-06,1.1008292819e-06,1.1269496245e-06,1.0615796658e-06,1.1276011758e-06,1.0707890025e-06,1.1389315842e-06,1.2177100977e-06,1.2224294014e-06,1.2298495059e-06,4.8239449742e-05,5.08970102565e-05,5.27235400414e-05,5.46316909497e-05
int,med,9.38293448e-08,5.802309531e-07,7.605796014e-07,8.865340903e-07,8.884781058e-07,9.398010535e-07,9.400101645e-07,9.823537605e-07,1.0051086443e-06,1.0042101299e-06,1.0042198711e-06,1.0226497638e-06,1.0408805618e-06,1.0453038736e-06,1.046048317e-06,1.0462520128e-06,1.0461490555e-06,1.0466586955e-06,1.0464706227e-06,1.0469904286e-06,1.1050694147e-06,1.103159613e-06,1.047109014e-06,1.1008197452e-06,1.1269400877e-06,1.06157205e-06,1.1275911758e-06,1.0707890025e-06,1.1389411209e-06,1.2177100977e-06,1.2224294014e-06,1.2298495059e-06,4.8239699742e-05,5.08970849011e-05,5.2723628979e-05,5.46314890907e-05
int,avg,9.38293448e-08,5.802309531e-07,7.605764225e-07,8.865339745e-07,8.884788741e-07,9.398010535e-07,9.400072412e-07,9.823561447e-07,1.0051118746e-06,1.0042101299e-06,1.0042207802e-06,1.0226489305e-06,1.0408911885e-06,1.0453004676e-06,1.0460507674e-06,1.0462539167e-06,1.0461495892e-06,1.0466549868e-06,1.0464701208e-06,1.0469908128e-06,1.1050678317e-06,1.103159836e-06,1.0471119022e-06,1.100826296e-06,1.1269439024e-06,1.061574485e-06,1.127598998e-06,1.0707890025e-06,1.1389288119e-06,1.2177129587e-06,1.2224295209e-06,1.2298495059e-06,4.8239679854e-05,5.08970922509e-05,5.27236037893e-05,5.46315208059e-05
