omp_atomicadd_array_v2
n iter,1000
arr step,4
""
type mode,aggregate,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
int,max,1.05996489e-08,9.8001443e-09,1.62894576e-08,2.81713182e-08,2.58006474e-08,5.13002815e-08,5.11806343e-08,5.21407773e-08,5.20692987e-08,4.99101401e-08,5.2262012e-08,5.37614777e-08,5.09193996e-08,5.76001184e-08,5.64186185e-08,5.28393144e-08,5.41305849e-08,5.25992313e-08,5.42279716e-08,5.71903671e-08,5.01399693e-08,5.25395016e-08,5.34803406e-08,4.89417628e-08,4.32919887e-08,5.03078917e-08,5.19807283e-08,5.34105797e-08,5.05810002e-08,5.17209955e-08,5.87904832e-08,5.66093393e-08,6.82412331e-08,9.56501741e-08,8.64202534e-08,6.80797905e-08
int,min,1.05996489e-08,3.918358e-09,1.02003487e-08,1.73803404e-08,1.71205833e-08,1.6950954e-08,5.410829e-09,2.71092062e-08,1.68810287e-08,1.7258698e-08,1.11399799e-08,1.86803952e-08,2.90003674e-08,1.73292259e-08,1.06901581e-08,1.57788565e-08,9.6689314e-09,2.78204582e-08,1.66582118e-08,2.59295978e-08,1.26906895e-08,2.07095699e-08,8.2799944e-09,1.76414273e-08,2.14299228e-08,2.47886345e-08,1.70610364e-08,1.24093027e-08,2.19317175e-08,2.67298618e-08,2.12395737e-08,2.32500584e-08,1.94817082e-08,2.07800519e-08,2.02397177e-08,2.24493169e-08
int,med,1.05996489e-08,6.8592512e-09,1.61599207e-08,2.49755894e-08,1.83778502e-08,4.22261164e-08,3.93122266e-08,3.71041681e-08,3.66992099e-08,3.00892115e-08,4.16408636e-08,3.99894179e-08,4.75488455e-08,4.38448874e-08,5.04599174e-08,4.8403607e-08,4.14182155e-08,4.49155869e-08,4.57083955e-08,4.32899047e-08,4.52986888e-08,4.31205047e-08,3.64614938e-08,3.77397804e-08,3.87186571e-08,4.13895597e-08,4.45117532e-08,5.14791869e-08,4.31090733e-08,4.48346398e-08,4.23521887e-08,4.11148241e-08,4.88996957e-08,5.36207078e-08,4.98817e-08,4.43247237e-08
int,avg,1.05996489e-08,6.8592512e-09,1.42132197e-08,2.3952542e-08,2.1720788e-08,3.70753844e-08,3.45332035e-08,4.00156376e-08,3.7931329e-08,3.14679398e-08,4.03321185e-08,3.54869049e-08,4.19980332e-08,4.35586148e-08,4.49587317e-08,4.25904695e-08,4.09573936e-08,4.28597897e-08,4.39989566e-08,4.47195772e-08,4.15113102e-08,4.12072468e-08,3.39236271e-08,3.74834841e-08,3.72880633e-08,3.96067793e-08,4.22550216e-08,4.50776008e-08,4.3307394e-08,4.33178242e-08,4.31422227e-08,4.07238815e-08,4.80170299e-08,4.86715311e-08,5.11885663e-08,4.55853886e-08
ull,max,5.5792738e-09,1.10507098e-08,2.87483781e-08,2.4469825e-08,2.92099011e-08,2.91896106e-08,3.35001691e-08,2.78997076e-08,2.59604126e-08,2.48494969e-08,3.42095314e-08,3.38410361e-08,3.37499481e-08,3.11297876e-08,3.18295291e-08,3.48022104e-08,3.18884669e-08,2.83899707e-08,3.46886337e-08,3.45215788e-08,3.41506607e-08,3.40901559e-08,3.37404536e-08,3.74295459e-08,3.36605476e-08,3.28886508e-08,3.75188437e-08,3.20709839e-08,3.35606168e-08,3.25588472e-08,2.94290164e-08,3.22199651e-08,3.3610867e-08,3.8050526e-08,4.02485506e-08,4.60918489e-08
ull,min,5.5792738e-09,5.5104399e-09,4.3311185e-09,5.0214793e-09,1.07610957e-08,1.2038578e-08,1.0900555e-08,1.04092453e-08,3.5106271e-09,1.14215265e-08,3.6402745e-09,5.4201997e-09,3.6008015e-09,3.240269e-09,5.6012524e-09,1.05200862e-08,1.38891425e-08,5.7304346e-09,1.41391005e-08,5.6121439e-09,1.51714818e-08,8.1199284e-09,9.841209e-09,1.09611928e-08,1.54202074e-08,1.05612141e-08,5.5089519e-09,8.5797136e-09,1.01687321e-08,9.8780879e-09,1.06794719e-08,1.61320343e-08,1.11487848e-08,1.3990226e-08,5.6779105e-09,8.0515204e-09
ull,med,5.5792738e-09,8.2756789e-09,2.79911121e-08,2.03359134e-08,2.83398238e-08,2.69602141e-08,2.68400491e-08,2.64500307e-08,2.74196022e-08,2.71302812e-08,2.68493289e-08,2.71404399e-08,2.62998909e-08,2.59246049e-08,2.8061769e-08,2.69701263e-08,2.64305602e-08,2.67744872e-08,2.7138721e-08,2.572009e-08,2.73193771e-08,2.56491086e-08,2.69708458e-08,2.59095263e-08,3.21316058e-08,2.68604272e-08,2.81003146e-08,2.66551621e-08,2.65115215e-08,2.29454712e-08,2.68991714e-08,2.56998273e-08,2.64890092e-08,2.73290009e-08,2.43084186e-08,2.58948186e-08
ull,avg,5.5792738e-09,8.2756789e-09,2.0690063e-08,1.73971378e-08,2.38895273e-08,2.18219849e-08,2.48658137e-08,2.2691544e-08,2.40097595e-08,2.41382969e-08,2.58164321e-08,2.46152404e-08,2.61478705e-08,2.12048235e-08,2.67375145e-08,2.55519876e-08,2.46558612e-08,2.42511686e-08,2.69000208e-08,2.44758365e-08,2.42624661e-08,2.18952548e-08,2.36606411e-08,2.44119073e-08,2.80249073e-08,2.38045468e-08,2.84528552e-08,2.81172226e-08,2.42639515e-08,2.22192647e-08,2.27564713e-08,2.76213253e-08,2.74185559e-08,2.48156236e-08,2.49034095e-08,2.48871382e-08
float,max,1.40899046e-08,2.39298454e-08,2.73787373e-08,2.91598059e-08,4.17407777e-08,5.87099002e-08,5.71688937e-08,5.61687926e-08,5.85609586e-08,6.47196397e-08,6.44595425e-08,6.4639846e-08,6.35196408e-08,6.67697235e-08,5.12491241e-08,5.32996165e-08,6.10083372e-08,7.98905966e-08,6.45595718e-08,6.93294434e-08,6.30588176e-08,6.7538685e-08,8.20094843e-08,5.92100246e-08,7.53812007e-08,6.72382347e-08,6.62805724e-08,8.38504335e-08,7.42395558e-08,9.00289415e-08,7.45712219e-08,7.89609076e-08,9.99794276e-08,9.05690247e-08,9.25410353e-08,8.80694936e-08
float,min,1.40899046e-08,2.32789627e-08,1.40693085e-08,1.0468596e-08,2.13778767e-08,5.53409448e-08,1.41000067e-08,3.09902063e-08,2.74310931e-08,2.19718283e-08,6.5706468e-09,2.65900304e-08,2.2100574e-08,2.26801381e-08,1.45687814e-08,2.38809221e-08,2.45989357e-08,2.25011508e-08,3.22689549e-08,3.72082985e-08,1.99593668e-08,2.98299155e-08,1.39312129e-08,3.08415067e-08,4.64882225e-08,3.80181218e-08,2.95502277e-08,4.87010526e-08,5.3369511e-08,6.40204529e-08,6.99694978e-08,5.40411797e-08,3.12496648e-08,3.18405621e-08,2.458021e-08,2.48499426e-08
float,med,1.40899046e-08,2.36044041e-08,2.23790997e-08,1.70645998e-08,2.52597523e-08,4.72158822e-08,4.52514397e-08,4.20300027e-08,4.47799573e-08,4.28958784e-08,4.43586792e-08,5.11004673e-08,5.45696323e-08,5.5529248e-08,5.55399251e-08,4.30536842e-08,5.12821913e-08,5.7810652e-08,5.83090268e-08,4.98401482e-08,5.04795009e-08,5.81584366e-08,5.87499489e-08,6.83637012e-08,6.70713457e-08,6.26651347e-08,7.67715364e-08,6.97845055e-08,6.2888735e-08,6.8854455e-08,7.23305045e-08,7.09696049e-08,8.48103264e-08,8.36954938e-08,8.3809964e-08,7.94842424e-08
