omp_atomicadd_array_v2_close
n iter,1000
arr step,64
""
type mode,aggregate,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
int,max,7.1698148e-09,7.4280542e-09,6.6108372e-09,7.4611053e-09,7.5204817e-09,7.4190486e-09,7.4492889e-09,7.1181226e-09,7.371884e-09,6.6307137e-09,1.35288715e-08,1.29593106e-08,1.38189635e-08,1.4060489e-08,1.39878133e-08,1.35798779e-08,1.43288071e-08,1.36019467e-08,1.27187236e-08,1.3811987e-08,1.35913356e-08,1.2990253e-08,1.5940937e-08,1.39691914e-08,1.29603888e-08,1.76311507e-08,1.29303609e-08,1.63990326e-08,1.3998615e-08,1.29806401e-08,1.51299985e-08,1.8160372e-08,1.6550199e-08,1.29493741e-08,1.24092865e-08,1.75305626e-08,1.30098177e-08,1.46214638e-08,1.2970972e-08,1.73392604e-08,3.05611774e-08,3.5190493e-08,3.17711752e-08,3.13188953e-08
int,min,7.1698148e-09,7.3606613e-09,6.388649e-09,5.951545e-09,5.9414972e-09,5.9610173e-09,5.959977e-09,5.9601588e-09,5.9494737e-09,5.9899628e-09,5.9408226e-09,5.9409143e-09,5.9610428e-09,5.9695424e-09,5.9615883e-09,5.9516653e-09,5.9503409e-09,5.9489731e-09,6.7701801e-09,5.9496442e-09,1.14193423e-08,5.969884e-09,6.8309631e-09,5.9399461e-09,5.9502515e-09,5.6795334e-09,5.9498254e-09,5.9704967e-09,5.9707068e-09,5.9797203e-09,6.1217146e-09,5.9507155e-09,5.9403714e-09,5.9706271e-09,5.9692897e-09,5.9508273e-09,5.969317e-09,5.9390312e-09,5.9503749e-09,1.22600835e-08,4.4118565e-09,1.63980466e-08,6.3391173e-09,1.77692787e-08
int,med,7.1698148e-09,7.4495119e-09,6.6003783e-09,7.0652215e-09,6.5621887e-09,6.4898135e-09,6.3500349e-09,6.4700144e-09,6.3510214e-09,6.3907979e-09,6.3410266e-09,5.8697203e-09,6.7903838e-09,1.29200594e-08,1.29491484e-08,1.28461135e-08,1.2839528e-08,1.28085253e-08,1.26904036e-08,1.28538768e-08,1.27099535e-08,1.27894902e-08,1.27510229e-08,1.29506264e-08,1.30897418e-08,1.27253084e-08,1.26580136e-08,1.26949571e-08,1.27516551e-08,1.27442386e-08,1.28486195e-08,1.28364951e-08,1.30208989e-08,1.29550055e-08,1.27603937e-08,1.27500017e-08,1.30102209e-08,1.29791145e-08,1.27114169e-08,1.29602485e-08,2.19004564e-08,2.27240216e-08,2.09298512e-08,2.06794355e-08
int,avg,7.1698148e-09,7.4495119e-09,6.5401744e-09,6.8852087e-09,6.5264095e-09,6.5367994e-09,6.4509204e-09,6.5118587e-09,6.5560141e-09,6.3480247e-09,7.6151045e-09,8.1811835e-09,9.5511231e-09,1.03607436e-08,1.08984426e-08,1.13042305e-08,1.19823475e-08,1.21610849e-08,1.24666273e-08,1.2235151e-08,1.28242607e-08,1.24785503e-08,1.25808428e-08,1.2140969e-08,1.18538283e-08,1.18303253e-08,1.16245163e-08,1.1672497e-08,1.09856627e-08,1.09933841e-08,1.15092513e-08,1.18969521e-08,1.25486676e-08,1.16819239e-08,1.1955323e-08,1.26761523e-08,1.24865981e-08,1.25927762e-08,1.25769446e-08,1.37089526e-08,2.26757996e-08,2.32039893e-08,2.21646041e-08,2.02492805e-08
ull,max,7.3304817e-09,7.2497714e-09,7.719456e-09,7.3303026e-09,7.1500989e-09,7.4910374e-09,7.2902155e-09,7.3494998e-09,7.359444e-09,7.1309021e-09,1.34687407e-08,1.29800214e-08,1.33286798e-08,1.3958716e-08,1.40904332e-08,1.39196983e-08,1.43695067e-08,1.37016872e-08,1.50122536e-08,1.29794023e-08,1.29593623e-08,1.59493799e-08,1.29311037e-08,1.46015796e-08,1.36098558e-08,1.29690749e-08,1.29122256e-08,1.29590987e-08,1.80602713e-08,1.72402669e-08,1.79723608e-08,1.29604285e-08,1.87007314e-08,1.29483e-08,1.28098177e-08,1.30313873e-08,1.71497729e-08,1.62904903e-08,1.54200784e-08,1.30002209e-08,3.13706444e-08,3.55920988e-08,3.30687718e-08,2.68399411e-08
ull,min,7.3304817e-09,6.7900868e-09,6.3390414e-09,6.3399121e-09,6.369382e-09,6.3497978e-09,6.3406451e-09,6.3695888e-09,6.3494073e-09,6.3503339e-09,5.9502036e-09,5.9409384e-09,5.9494226e-09,5.9781354e-09,5.978949e-09,5.9487399e-09,5.9420932e-09,5.9307849e-09,5.9417537e-09,1.26983359e-08,5.9499319e-09,5.9502187e-09,5.9495007e-09,6.7904999e-09,5.9491158e-09,5.9393953e-09,5.9395596e-09,5.9718732e-09,6.8287936e-09,5.9490402e-09,5.970479e-09,5.9787724e-09,5.9504547e-09,5.9397282e-09,5.9600722e-09,5.9901836e-09,5.9513397e-09,6.3903831e-09,6.3079047e-09,1.21323773e-08,4.7291257e-09,1.94105437e-08,5.6786826e-09,1.29696544e-08
ull,med,7.3304817e-09,7.0199291e-09,6.689951e-09,7.3205342e-09,6.5993828e-09,6.5619904e-09,6.5601605e-09,6.37205e-09,6.3516254e-09,6.4643459e-09,6.3391353e-09,6.5302058e-09,6.7983949e-09,1.26745468e-08,1.28691986e-08,1.29599839e-08,1.28283305e-08,1.28048114e-08,1.27608e-08,1.27450493e-08,1.26911037e-08,1.27736475e-08,1.27689711e-08,1.37146366e-08,1.28096321e-08,1.28756084e-08,1.26285507e-08,1.25944461e-08,1.29222403e-08,1.28693062e-08,1.28517459e-08,1.29534853e-08,1.31207957e-08,1.26703368e-08,1.27194261e-08,1.2988412e-08,1.29898109e-08,1.29844569e-08,1.28793013e-08,1.28602521e-08,2.0619462e-08,2.18300159e-08,2.24609915e-08,1.98898319e-08
ull,avg,7.3304817e-09,7.0199291e-09,6.917089e-09,7.0929603e-09,6.6612481e-09,6.719356e-09,6.7038836e-09,6.6611216e-09,6.5872408e-09,6.5207426e-09,7.70549e-09,8.6820935e-09,9.4862893e-09,1.0462251e-08,1.08081996e-08,1.14490858e-08,1.22225309e-08,1.13181636e-08,1.2935297e-08,1.28279005e-08,1.24862907e-08,1.25583412e-08,1.20431865e-08,1.28345209e-08,1.18152909e-08,1.16322054e-08,1.1290065e-08,1.09800248e-08,1.2387816e-08,1.26271013e-08,1.14522412e-08,1.15327401e-08,1.30901143e-08,1.16880719e-08,1.21181212e-08,1.20464672e-08,1.27567684e-08,1.31275522e-08,1.27920949e-08,1.28820001e-08,2.35726885e-08,2.24239982e-08,2.20199136e-08,2.07340633e-08
float,max,1.24901089e-08,1.28808e-08,1.29699414e-08,1.28616586e-08,1.23501331e-08,1.12906967e-08,1.29208e-08,1.26113191e-08,1.3257793e-08,1.2108268e-08,1.515929e-08,1.51597533e-08,1.51395937e-08,1.51796851e-08,1.52300179e-08,1.52194141e-08,1.52203804e-08,1.52080083e-08,1.52402165e-08,1.52303349e-08,1.67594882e-08,1.73189691e-08,2.03120215e-08,2.06394698e-08,2.03723489e-08,1.68904465e-08,1.97804959e-08,1.91594292e-08,2.04903766e-08,1.87706831e-08,1.59908057e-08,2.26786897e-08,1.61713126e-08,1.80605988e-08,1.81812099e-08,1.78895923e-08,1.52398734e-08,1.52311447e-08,2.21381706e-08,1.52503192e-08,2.9069926e-08,3.38095403e-08,3.02390027e-08,3.10986795e-08
float,min,1.24901089e-08,1.2508867e-08,1.21497815e-08,1.13000169e-08,1.12817355e-08,1.1290455e-08,1.12810619e-08,1.12993352e-08,1.12893988e-08,1.12806046e-08,1.12806883e-08,1.12914005e-08,1.12890564e-08,1.12992932e-08,1.12811971e-08,1.1288943e-08,1.12814964e-08,1.12897337e-08,1.12993561e-08,1.5090955e-08,1.50895352e-08,1.21500543e-08,1.31213171e-08,1.29008659e-08,1.12801637e-08,1.12789809e-08,1.1281008e-08,1.11300182e-08,1.26009415e-08,1.12816199e-08,1.12881879e-08,1.12811679e-08,1.12800336e-08,1.1259854e-08,1.12888489e-08,1.12795174e-08,1.12798849e-08,1.12808746e-08,1.33198912e-08,1.50999312e-08,1.13197186e-08,1.50189017e-08,1.12295337e-08,9.8097298e-09
