cuda_atomiccas_array_pass
n iter,1000
arr step,128
""
n_blocks,1
type mode,aggregate,1,2,4,8,16,32,64,128,256,512,786,1024
int,max,5.673758865248227e-06,5.673758865248227e-06,5.673758865248227e-06,1.1347517730496454e-05,2.269503546099291e-05,4.468085106382979e-05,9.078014184397164e-05,0.00018156028368794327,0.00036312056737588654,0.0007262411347517731,0.0011148936170212766,0.0014524822695035462
int,min,5.673758865248227e-06,5.673758865248227e-06,5.673758865248227e-06,1.1347517730496454e-05,2.269503546099291e-05,4.468085106382979e-05,9.078014184397164e-05,0.00018156028368794327,0.0003446808510638298,0.0006652482269503546,0.000973049645390071,0.0013148936170212767
int,med,5.673758865248227e-06,5.673758865248227e-06,5.673758865248227e-06,1.1347517730496454e-05,2.269503546099291e-05,4.468085106382979e-05,9.078014184397164e-05,0.00018156028368794327,0.00035390070921985817,0.0007234042553191489,0.0010702127659574468,0.001449645390070922
int,avg,5.673758865248227e-06,5.673758865248227e-06,5.673758865248227e-06,1.1347517730496454e-05,2.269503546099291e-05,4.468085106382979e-05,9.078014184397164e-05,0.00018156028368794327,0.00035390070921985817,0.0007092198581560284,0.0010680851063829787,0.0014319148936170214
ull,max,8.510638297872341e-06,8.510638297872341e-06,8.510638297872341e-06,1.1347517730496454e-05,2.269503546099291e-05,4.539007092198582e-05,9.078014184397164e-05,0.00018156028368794327,0.00036312056737588654,0.0007262411347517731,0.0011148936170212766,0.00145177304964539
ull,min,8.510638297872341e-06,8.510638297872341e-06,8.510638297872341e-06,1.1347517730496454e-05,2.269503546099291e-05,4.539007092198582e-05,9.078014184397164e-05,0.00018156028368794327,0.0003333333333333333,0.0006390070921985816,0.000926950354609929,0.001251063829787234
ull,med,8.510638297872341e-06,8.510638297872341e-06,8.510638297872341e-06,1.1347517730496454e-05,2.269503546099291e-05,4.539007092198582e-05,9.078014184397164e-05,0.00018156028368794327,0.00034822695035460993,0.0007205673758865248,0.0010695035460992909,0.001451063829787234
ull,avg,8.510638297872341e-06,8.510638297872341e-06,8.510638297872341e-06,1.1347517730496454e-05,2.269503546099291e-05,4.539007092198582e-05,9.078014184397164e-05,0.00018156028368794327,0.00034822695035460993,0.0007014184397163121,0.0010595744680851065,0.001421985815602837
""
n_blocks,2
type mode,aggregate,1,2,4,8,16,32,64,128,256,512,786,1024
int,max,5.673758865248227e-06,5.673758865248227e-06,5.673758865248227e-06,1.1347517730496454e-05,2.269503546099291e-05,4.539007092198582e-05,9.078014184397164e-05,0.00018156028368794327,0.00036312056737588654,0.0007262411347517731,0.0011148936170212766,0.0014524822695035462
int,min,5.673758865248227e-06,5.673758865248227e-06,5.673758865248227e-06,1.1347517730496454e-05,2.269503546099291e-05,4.539007092198582e-05,9.078014184397164e-05,0.00018156028368794327,0.0003446808510638298,0.0006652482269503546,0.000973049645390071,0.0013148936170212767
int,med,5.673758865248227e-06,5.673758865248227e-06,5.673758865248227e-06,1.1347517730496454e-05,2.269503546099291e-05,4.539007092198582e-05,9.078014184397164e-05,0.00018156028368794327,0.00035390070921985817,0.0007234042553191489,0.0010702127659574468,0.001449645390070922
int,avg,5.673758865248227e-06,5.673758865248227e-06,5.673758865248227e-06,1.1347517730496454e-05,2.269503546099291e-05,4.539007092198582e-05,9.078014184397164e-05,0.00018156028368794327,0.00035390070921985817,0.0007092198581560284,0.0010680851063829787,0.0014319148936170214
ull,max,8.510638297872341e-06,8.510638297872341e-06,8.510638297872341e-06,1.1347517730496454e-05,2.269503546099291e-05,4.539007092198582e-05,9.078014184397164e-05,0.00018156028368794327,0.00036312056737588654,0.0007262411347517731,0.0011148936170212766,0.00145177304964539
ull,min,8.510638297872341e-06,8.510638297872341e-06,8.510638297872341e-06,1.1347517730496454e-05,2.269503546099291e-05,4.539007092198582e-05,9.078014184397164e-05,0.00018156028368794327,0.0003333333333333333,0.0006390070921985816,0.0009276595744680851,0.001251063829787234
ull,med,8.510638297872341e-06,8.510638297872341e-06,8.510638297872341e-06,1.1347517730496454e-05,2.269503546099291e-05,4.539007092198582e-05,9.078014184397164e-05,0.00018156028368794327,0.00034822695035460993,0.0007205673758865248,0.0010695035460992909,0.001451063829787234
ull,avg,8.510638297872341e-06,8.510638297872341e-06,8.510638297872341e-06,1.1347517730496454e-05,2.269503546099291e-05,4.539007092198582e-05,9.078014184397164e-05,0.00018156028368794327,0.00034822695035460993,0.0007014184397163121,0.0010595744680851065,0.001421985815602837
""
n_blocks,54
type mode,aggregate,1,2,4,8,16,32,64,128,256,512,786,1024
int,max,5.673758865248227e-06,8.510638297872341e-06,9.929078014184398e-06,1.773049645390071e-05,3.546099290780142e-05,4.539007092198582e-05,9.078014184397164e-05,0.00018156028368794327,0.00036312056737588654,0.0007262411347517731,0.0011148936170212766,0.0014524822695035462
int,min,5.673758865248227e-06,5.673758865248227e-06,5.673758865248227e-06,1.1347517730496454e-05,2.269503546099291e-05,4.539007092198582e-05,9.078014184397164e-05,0.00018156028368794327,0.0003446808510638298,0.0006652482269503546,0.0009723404255319149,0.0013156028368794326
int,med,5.673758865248227e-06,5.673758865248227e-06,7.092198581560284e-06,1.1347517730496454e-05,2.269503546099291e-05,4.539007092198582e-05,9.078014184397164e-05,0.00018156028368794327,0.00035390070921985817,0.0007234042553191489,0.0010702127659574468,0.001449645390070922
int,avg,5.673758865248227e-06,6.3829787234042555e-06,7.092198581560284e-06,1.2765957446808511e-05,2.4113475177304965e-05,4.539007092198582e-05,9.078014184397164e-05,0.00018156028368794327,0.00035390070921985817,0.0007092198581560284,0.0010680851063829787,0.0014319148936170214
ull,max,8.510638297872341e-06,8.510638297872341e-06,1.843971631205674e-05,1.9148936170212766e-05,3.3333333333333335e-05,4.539007092198582e-05,9.078014184397164e-05,0.00018156028368794327,0.00036312056737588654,0.0007262411347517731,0.0011148936170212766,0.00145177304964539
ull,min,8.510638297872341e-06,8.510638297872341e-06,8.510638297872341e-06,1.1347517730496454e-05,2.269503546099291e-05,4.539007092198582e-05,9.078014184397164e-05,0.00018156028368794327,0.0003333333333333333,0.0006390070921985816,0.000926950354609929,0.001250354609929078
ull,med,8.510638297872341e-06,8.510638297872341e-06,8.510638297872341e-06,1.1347517730496454e-05,2.269503546099291e-05,4.539007092198582e-05,9.078014184397164e-05,0.00018156028368794327,0.00034822695035460993,0.0007205673758865248,0.0010695035460992909,0.001450354609929078
