omp_flush_array_close
n iter,1000
arr step,2
""
type mode,aggregate,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
int,max,1.50293242e-08,2.94594621e-08,8.06595908e-08,2.010513226e-07,2.023000919e-07,3.077615758e-07,3.653317741e-07,4.565884929e-07,4.567393175e-07,5.05607997e-07,5.398010796e-07,4.937411543e-07,5.602590442e-07,6.013097473e-07,6.228997653e-07,6.681690433e-07,6.776294031e-07,6.918001079e-07,7.143896019e-07,7.032892422e-07,7.034883542e-07,6.795997171e-07,6.801309253e-07,6.739378076e-07,7.17229519e-07,7.231795848e-07,7.306403807e-07,8.028591682e-07,7.415995348e-07,7.140400505e-07,7.456786761e-07,7.611497247e-07,6.974802596e-07,7.265892122e-07,7.082296498e-07,7.681607358e-07,7.205302162e-07,8.017406834e-07,7.018903143e-07,7.292207228e-07,7.257490314e-07,6.92629454e-07,7.18689597e-07,6.931394244e-07,7.401698303e-07,7.982214497e-07,7.259795012e-07,7.084181062e-07,7.181188107e-07,6.902503339e-07,6.727088863e-07,6.611987074e-07,7.116905959e-07,8.098395024e-07,6.875486592e-07,7.591899011e-07,7.392706067e-07,7.682686372e-07,8.223202351e-07,7.592778871e-07,7.806206555e-07,7.725091862e-07,7.628484962e-07,7.314716617e-07,7.620392075e-07,7.993198421e-07,7.893784619e-07,7.714209396e-07
int,min,1.50293242e-08,2.91995859e-08,7.66793224e-08,1.712014848e-07,2.417106259e-07,2.829984804e-07,4.191691393e-07,5.516498448e-07,5.108990765e-07,4.818213495e-07,5.139514217e-07,5.29409238e-07,4.851220921e-07,6.123890587e-07,6.195404684e-07,6.345994244e-07,6.484706636e-07,4.757798631e-07,5.585103745e-07,4.584189467e-07,4.444902283e-07,5.434788498e-07,6.012300475e-07,6.201084372e-07,6.314198683e-07,4.580105779e-07,5.974497366e-07,4.571686653e-07,5.049710126e-07,6.404303336e-07,6.225915288e-07,6.5275015e-07,4.872589746e-07,5.186490709e-07,5.678807257e-07,4.75608056e-07,5.139883577e-07,6.442111606e-07,5.439088875e-07,6.604392809e-07,6.092286238e-07,4.561710661e-07,6.305399829e-07,5.929911787e-07,7.25130876e-07,8.623002391e-07,5.547593704e-07,6.227511684e-07,6.015290489e-07,4.505683075e-07,4.868418724e-07,5.969109555e-07,5.208499869e-07,4.391084967e-07,6.073885187e-07,5.380590405e-07,6.744309972e-07,4.490601561e-07,5.250900591e-07,7.111590363e-07,7.261509534e-07,8.004294423e-07,6.277386153e-07,7.780293767e-07,6.461500153e-07,5.809313593e-07,6.950805621e-07,5.203980714e-07
int,med,1.50293242e-08,2.9329524e-08,8.05499182e-08,1.981390397e-07,2.0029976e-07,2.888937904e-07,4.17179986e-07,5.463158356e-07,4.218808794e-07,6.179650587e-07,6.632915918e-07,5.168550304e-07,5.835305011e-07,6.183548019e-07,6.642887674e-07,7.18629941e-07,7.129500798e-07,7.14811077e-07,7.250904958e-07,7.433742055e-07,6.909911916e-07,6.83400696e-07,6.339586101e-07,7.221794828e-07,6.960798209e-07,7.941644096e-07,7.888697546e-07,8.01824603e-07,8.278414516e-07,7.198596396e-07,6.954692622e-07,6.467499003e-07,7.235020445e-07,7.136154182e-07,7.345099481e-07,7.594361408e-07,7.091703156e-07,7.468650933e-07,7.319112521e-07,7.321041639e-07,7.821597151e-07,7.037937021e-07,7.741192528e-07,7.460249014e-07,7.196008325e-07,7.734352888e-07,6.789209053e-07,6.83664884e-07,7.120497694e-07,6.83479429e-07,6.906522685e-07,6.218405394e-07,7.072811391e-07,8.398997624e-07,6.882084909e-07,7.246546839e-07,7.496702005e-07,7.698750672e-07,7.858693066e-07,7.085167808e-07,7.321394623e-07,7.237093214e-07,6.80061452e-07,7.234455689e-07,7.126112411e-07,7.735996342e-07,7.743909074e-07,6.871559164e-07
int,avg,1.50293242e-08,2.9329524e-08,7.92438172e-08,1.925629094e-07,2.054032417e-07,2.933931124e-07,3.684925032e-07,5.329837661e-07,5.100199015e-07,5.349625667e-07,5.890407627e-07,5.409658827e-07,6.183151868e-07,6.511244434e-07,6.750746013e-07,6.705895436e-07,6.906468916e-07,6.825607257e-07,7.011446238e-07,6.944619205e-07,6.827581102e-07,6.358989643e-07,6.570288906e-07,6.639682239e-07,6.975200273e-07,7.126591555e-07,7.321115746e-07,7.003840605e-07,6.994149912e-07,6.758107672e-07,7.030822283e-07,7.053958188e-07,7.144210788e-07,7.143940247e-07,6.939905678e-07,7.227490239e-07,6.844874428e-07,7.178079374e-07,6.639791329e-07,7.103399091e-07,7.302955698e-07,6.997169319e-07,7.338097015e-07,6.608974467e-07,6.788537227e-07,7.22341825e-07,6.71115e-07,6.746167767e-07,6.807842448e-07,6.718785963e-07,6.829989301e-07,6.340839819e-07,6.972920119e-07,7.339288045e-07,6.726746749e-07,6.931507376e-07,7.259465725e-07,7.416917417e-07,7.945798375e-07,6.820928359e-07,7.323549612e-07,7.216618325e-07,6.815631085e-07,7.180531558e-07,7.131099779e-07,7.504474862e-07,7.538603122e-07,6.717038227e-07
ull,max,5.4188216e-09,2.95795934e-08,1.143614047e-07,2.07158239e-07,1.843106012e-07,1.140391629e-07,2.083401956e-07,3.614890735e-07,3.637514702e-07,3.907305911e-07,3.815901697e-07,4.017381227e-07,4.227594453e-07,3.860597192e-07,4.032800143e-07,4.381014969e-07,4.439207507e-07,4.158882532e-07,4.317301735e-07,4.306702789e-07,4.341599628e-07,4.025903018e-07,4.482298093e-07,4.230701672e-07,4.163198517e-07,4.504506236e-07,4.157893303e-07,4.322801285e-07,4.25849541e-07,3.876397913e-07,4.169098262e-07,4.211412193e-07,3.907781877e-07,3.897490251e-07,4.269496913e-07,4.093487936e-07,4.306903357e-07,4.116005536e-07,4.227986702e-07,4.594697609e-07,4.584986998e-07,4.653706265e-07,4.633306729e-07,5.085010443e-07,4.971086729e-07,4.961610341e-07,5.00439306e-07,4.943102173e-07,5.212911105e-07,5.479015248e-07,5.228002045e-07,5.140993863e-07,5.52039402e-07,5.366012338e-07,5.238007037e-07,5.35650923e-07,5.802384514e-07,5.374505025e-07,5.530794713e-07,6.045302979e-07,5.958191283e-07,5.886792879e-07,5.719999643e-07,6.015798279e-07,6.273280998e-07,6.28271683e-07,6.46877809e-07,6.075497182e-07
ull,min,5.4188216e-09,2.95009152e-08,1.120703043e-07,1.442308173e-07,1.922088544e-07,2.850010144e-07,2.79110674e-07,3.133712703e-07,3.057508578e-07,3.671301733e-07,3.624205406e-07,2.693601021e-07,3.131817978e-07,2.825889343e-07,4.478094382e-07,3.737608481e-07,3.287591162e-07,3.781889305e-07,3.747307877e-07,2.715409401e-07,2.739797429e-07,3.378794463e-07,4.467802968e-07,3.661013243e-07,3.671998079e-07,3.40379455e-07,3.650092535e-07,2.741702551e-07,3.159595628e-07,3.077495683e-07,3.976903635e-07,3.060096266e-07,3.138916431e-07,3.287796437e-07,2.095397955e-07,2.891605206e-07,2.887683458e-07,4.099212024e-07,4.805803813e-07,3.646299223e-07,4.638299574e-07,3.42238819e-07,3.923201628e-07,3.443706044e-07,4.556988602e-07,4.923490137e-07,4.863601331e-07,4.825392789e-07,5.117393794e-07,3.716993936e-07,4.39570679e-07,2.627088426e-07,4.190408308e-07,4.891997452e-07,4.895602536e-07,4.290485034e-07,5.203112955e-07,4.345288496e-07,3.9658966e-07,3.32598885e-07,3.83621606e-07,4.250679645e-07,4.541413319e-07,3.902195081e-07,3.723798689e-07,3.238998851e-07,3.151191553e-07,2.196392145e-07
ull,med,5.4188216e-09,2.95402543e-08,1.152097116e-07,2.045607458e-07,1.823192517e-07,1.055553954e-07,1.941189906e-07,3.690544238e-07,3.69459211e-07,4.43070532e-07,3.288308932e-07,4.327042629e-07,4.944213632e-07,3.188806637e-07,3.23740056e-07,3.639992756e-07,4.187407782e-07,4.330556191e-07,3.861097226e-07,3.941149142e-07,3.826186343e-07,3.673245016e-07,3.748498022e-07,3.790752967e-07,4.046896927e-07,4.198162477e-07,3.85708849e-07,4.047055224e-07,3.767901891e-07,3.788509504e-07,3.866888585e-07,3.903800676e-07,3.871094377e-07,4.177496937e-07,3.969204625e-07,4.14855187e-07,4.276295941e-07,4.252847771e-07,4.20389716e-07,4.522798461e-07,4.563684186e-07,4.784845498e-07,4.353209697e-07,4.920899094e-07,4.954302809e-07,4.764302026e-07,4.619416916e-07,5.037141116e-07,4.960585327e-07,4.986643938e-07,5.149789525e-07,5.048759144e-07,5.105708981e-07,5.097053983e-07,4.921194083e-07,5.312404576e-07,5.324796161e-07,5.047347615e-07,4.982789171e-07,5.627650823e-07,5.591803104e-07,5.529602609e-07,5.081982359e-07,5.684803358e-07,5.663999417e-07,5.557255623e-07,5.615510394e-07,5.709143746e-07
ull,avg,5.4188216e-09,2.95402543e-08,1.139126396e-07,1.901101286e-07,1.834046567e-07,1.680323437e-07,2.447238938e-07,3.384340099e-07,3.828633391e-07,4.11576944e-07,3.56115376e-07,3.863793988e-07,4.114390795e-07,2.90038215e-07,3.449329063e-07,3.775065779e-07,4.09258365e-07,4.024147998e-07,3.766845706e-07,3.784374085e-07,3.983831209e-07,3.322616649e-07,3.701713735e-07,3.83068354e-07,4.104236009e-07,4.14378642e-07,3.839166528e-07,4.030794294e-07,3.951689101e-07,3.545077004e-07,3.685890539e-07,3.90105863e-07,3.933494422e-07,4.006653826e-07,3.828380529e-07,4.175985019e-07,4.271034329e-07,4.035700469e-07,4.030605893e-07,4.435643166e-07,4.583270519e-07,4.553528978e-07,4.379349523e-07,4.902368144e-07,4.981173674e-07,4.60894688e-07,4.549487699e-07,4.985241841e-07,5.036316216e-07,4.904734463e-07,5.007898617e-07,4.810379248e-07,5.067667799e-07,4.890751771e-07,4.866184476e-07,5.242358394e-07,5.43242457e-07,5.044977778e-07,5.031615232e-07,5.515964623e-07,5.53652727e-07,5.392916788e-07,5.175986801e-07,5.664692961e-07,5.326663862e-07,5.401543659e-07,5.534481392e-07,5.582625225e-07
float,max,4.4700632e-09,3.65485844e-08,7.91715984e-08,1.787416081e-07,2.270614815e-07,3.006892444e-07,3.817693607e-07,4.442107074e-07,4.708390707e-07,5.238505434e-07,5.459499829e-07,5.130892717e-07,5.815694292e-07,6.289987425e-07,6.77329299e-07,7.076010329e-07,7.581509807e-07,7.39129012e-07,7.605999463e-07,7.737110452e-07,7.891207423e-07,7.425807054e-07,7.422803467e-07,7.547999348e-07,7.342096315e-07,7.631498553e-07,7.393609132e-07,7.993488824e-07,7.36581548e-07,7.280385428e-07,8.080088057e-07,7.098581815e-07,7.894204893e-07,7.321597636e-07,8.194995128e-07,7.699006133e-07,8.006897211e-07,9.036403194e-07,7.528379262e-07,8.25970368e-07,7.321404884e-07,8.66008932e-07,7.614304642e-07,8.84530571e-07,7.819610284e-07,7.725104662e-07,7.63040517e-07,7.208595175e-07,8.024021758e-07,7.342094487e-07,7.748719745e-07,8.492607062e-07,7.255512428e-07,8.262081558e-07,7.466985559e-07,7.271197615e-07,7.289178606e-07,7.545701154e-07,7.947701465e-07,7.774584485e-07,7.990877231e-07,7.88450042e-07,7.664993034e-07,7.708806209e-07,8.236409045e-07,7.653392357e-07,8.343990372e-07,8.015002104e-07
float,min,4.4700632e-09,3.64507071e-08,7.64502525e-08,1.661501944e-07,2.728102754e-07,2.559801077e-07,4.336101784e-07,5.352197014e-07,5.154901102e-07,5.226100468e-07,5.386884209e-07,5.206708934e-07,4.802081482e-07,6.144289241e-07,5.970984093e-07,6.531796794e-07,7.353200528e-07,5.170888373e-07,5.880599173e-07,4.919698982e-07,4.892398245e-07,5.479891406e-07,6.455499316e-07,6.588305692e-07,6.472609862e-07,5.257192839e-07,5.056102518e-07,4.919995969e-07,7.355595799e-07,7.30452245e-07,6.084506444e-07,5.301294695e-07,6.893414308e-07,5.547100284e-07,7.058585419e-07,4.323106424e-07,4.516610516e-07,5.804909328e-07,3.080593205e-07,5.109289403e-07,5.011209122e-07,5.725713266e-07,5.622311821e-07,4.202009874e-07,4.603805266e-07,6.072115053e-07,6.034681525e-07,5.598301332e-07,6.969713727e-07,5.148687099e-07,5.735196437e-07,5.242513237e-07,5.053412228e-07,6.130916623e-07,6.039020265e-07,6.442306731e-07,5.432998486e-07,4.831107968e-07,5.347095946e-07,6.194901738e-07,5.774316089e-07,7.598905981e-07,6.802704552e-07,5.850507376e-07,6.728583112e-07,5.436490884e-07,4.681016872e-07,5.724196866e-07
