cuda_atomicadd_array_v2
n iter,1000
arr step,128
""
n_blocks,1
type mode,aggregate,1,2,4,8,16,32,64,128,256,512,1024
int,max,2.2857142857142856e-06,2.2857142857142856e-06,2.2857142857142856e-06,3.42856380952381e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.752381333333332e-05,0.0001950476342857143,0.00039009525714285716
int,min,2.2857142857142856e-06,2.2857142857142856e-06,2.2857142857142856e-06,3.42856380952381e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.27436838095238e-05,0.00017930337523809522,0.0003544146742857143
int,med,2.2857142857142856e-06,2.2857142857142856e-06,2.2857142857142856e-06,3.42856380952381e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.513374857142857e-05,0.00019440761904761906,0.00038894151619047623
int,avg,2.2857142857142856e-06,2.2857142857142856e-06,2.2857142857142856e-06,3.42856380952381e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.513374857142857e-05,0.00019079156190476192,0.00038444433904761903
ull,max,3.0476190476190477e-06,3.0476190476190477e-06,3.0476190476190477e-06,3.4285714285714285e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.752381333333332e-05,0.00019504760380952382,0.00039009518857142857
ull,min,3.0476190476190477e-06,3.0476190476190477e-06,3.0476190476190477e-06,3.4285714285714285e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.274465904761905e-05,0.00017935018666666666,0.0003543959314285714
ull,med,3.0476190476190477e-06,3.0476190476190477e-06,3.0476190476190477e-06,3.4285714285714285e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.51342361904762e-05,0.00019441444571428572,0.00038909083047619045
ull,avg,3.0476190476190477e-06,3.0476190476190477e-06,3.0476190476190477e-06,3.4285714285714285e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.51342361904762e-05,0.00019080667047619048,0.0003845185219047619
float,max,2.2857142857142856e-06,2.2857142857142856e-06,2.2857142857142856e-06,3.42856380952381e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.752381333333332e-05,0.00019504761142857143,0.0003900952114285714
float,min,2.2857142857142856e-06,2.2857142857142856e-06,2.2857142857142856e-06,3.42856380952381e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.274465904761905e-05,0.00017932385523809525,0.0003541387161904762
float,med,2.2857142857142856e-06,2.2857142857142856e-06,2.2857142857142856e-06,3.42856380952381e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.51342361904762e-05,0.00019440444952380952,0.00038912122666666664
float,avg,2.2857142857142856e-06,2.2857142857142856e-06,2.2857142857142856e-06,3.42856380952381e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.51342361904762e-05,0.0001907950895238095,0.0003844829790476191
double,max,3.0476190476190477e-06,3.0476190476190477e-06,3.0476190476190477e-06,3.4285714285714285e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.752381333333332e-05,0.00019504762666666664,0.0003900952304761905
double,min,3.0476190476190477e-06,3.0476190476190477e-06,3.0476190476190477e-06,3.4285714285714285e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.277001523809523e-05,0.00017942381714285716,0.0003546147276190476
double,med,3.0476190476190477e-06,3.0476190476190477e-06,3.0476190476190477e-06,3.4285714285714285e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.514691428571429e-05,0.0001943983542857143,0.00038898906285714284
double,avg,3.0476190476190477e-06,3.0476190476190477e-06,3.0476190476190477e-06,3.4285714285714285e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.514691428571429e-05,0.00019081703619047618,0.00038446304
""
n_blocks,2
type mode,aggregate,1,2,4,8,16,32,64,128,256,512,1024
int,max,2.2857142857142856e-06,2.2857142857142856e-06,2.2857142857142856e-06,3.4285676190476194e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.752381333333332e-05,0.0001950476342857143,0.00039009525714285716
int,min,2.2857142857142856e-06,2.2857142857142856e-06,2.2857142857142856e-06,3.4285676190476194e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.27436838095238e-05,0.00017930337523809522,0.0003544146742857143
int,med,2.2857142857142856e-06,2.2857142857142856e-06,2.2857142857142856e-06,3.4285676190476194e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.513374857142857e-05,0.00019440761904761906,0.00038894151619047623
int,avg,2.2857142857142856e-06,2.2857142857142856e-06,2.2857142857142856e-06,3.4285676190476194e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.513374857142857e-05,0.00019079156190476192,0.00038444433904761903
ull,max,3.0476190476190477e-06,3.0476190476190477e-06,3.0476190476190477e-06,3.4285714285714285e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.752381333333332e-05,0.00019504760380952382,0.00039009518857142857
ull,min,3.0476190476190477e-06,3.0476190476190477e-06,3.0476190476190477e-06,3.4285714285714285e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.274465904761905e-05,0.00017935018666666666,0.0003543959314285714
ull,med,3.0476190476190477e-06,3.0476190476190477e-06,3.0476190476190477e-06,3.4285714285714285e-06,6.476190476190476e-06,1.2571428571428572e-05,2.438095238095238e-05,4.876190857142857e-05,9.51342361904762e-05,0.00019441444571428572,0.00038909083047619045
