omp_atomicadd_array_v2_close
n iter,1000
arr step,64
""
type mode,aggregate,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
int,max,1.13906996e-08,1.13909332e-08,1.06979527e-08,1.07097742e-08,1.07801469e-08,1.02887239e-08,1.03715955e-08,1.03817599e-08,1.02407686e-08,1.02312982e-08,1.02500322e-08,1.02104955e-08,1.02696368e-08,1.02386424e-08,1.02587646e-08,1.12294244e-08,1.13993881e-08,1.08882996e-08,1.12404068e-08,1.12511606e-08,1.13916173e-08,1.12587148e-08,1.13994777e-08,1.09997559e-08,1.10598024e-08,1.12586841e-08,1.12092357e-08,1.10502133e-08,1.10092233e-08,1.10112077e-08,1.12523177e-08,1.12707288e-08,1.10583128e-08,1.09696269e-08,1.09992006e-08,1.10596696e-08
int,min,1.13906996e-08,1.03607515e-08,5.2415248e-09,5.2702257e-09,5.3384059e-09,1.03605377e-08,1.03613812e-08,1.03395433e-08,1.03294859e-08,1.04108908e-08,1.03808636e-08,1.03410945e-08,1.04387344e-08,1.02887239e-08,1.03103174e-08,8.1913588e-09,5.4807852e-09,1.02411745e-08,5.4491264e-09,5.372103e-09,5.4110287e-09,5.550955e-09,5.4578166e-09,5.5793742e-09,5.619463e-09,5.5896185e-09,5.56082e-09,5.5904129e-09,5.6010051e-09,5.6096907e-09,5.5591498e-09,5.6192586e-09,5.5909505e-09,5.6098326e-09,5.6285895e-09,5.6092245e-09
int,med,1.13906996e-08,1.0879776e-08,1.03796837e-08,1.03681795e-08,1.03606657e-08,1.03634531e-08,1.03688326e-08,1.03702254e-08,1.0360168e-08,1.03682727e-08,1.03697047e-08,1.03748277e-08,1.03599356e-08,1.03549228e-08,1.03902766e-08,1.02395094e-08,1.02710777e-08,1.02895364e-08,1.02495781e-08,1.04147478e-08,1.02498647e-08,1.02502051e-08,1.02599326e-08,1.02391977e-08,1.02689381e-08,1.03907083e-08,8.7495418e-09,1.15350847e-08,1.02495901e-08,1.02400681e-08,1.02508614e-08,1.02589781e-08,1.03601801e-08,1.02994635e-08,1.03283603e-08,1.03499551e-08
int,avg,1.13906996e-08,1.0879776e-08,8.7735161e-09,9.2043555e-09,9.5241895e-09,1.03607014e-08,1.03699643e-08,1.03634259e-08,1.03319191e-08,1.03501408e-08,1.03438986e-08,1.03093713e-08,1.03460229e-08,1.0342815e-08,1.03321432e-08,1.04382994e-08,9.6988056e-09,1.03387641e-08,1.01055609e-08,9.1535367e-09,9.7093769e-09,9.6020949e-09,9.8129036e-09,1.02350668e-08,1.02073934e-08,9.8753883e-09,9.2086307e-09,9.4072324e-09,1.00500556e-08,1.00097259e-08,9.4959193e-09,9.7482778e-09,9.8806338e-09,9.9196354e-09,9.9325802e-09,9.9443523e-09
ull,max,1.03685292e-08,1.14003192e-08,1.03685066e-08,1.03777777e-08,1.03698541e-08,1.03694693e-08,1.03817072e-08,1.03995674e-08,1.00702902e-08,1.0120251e-08,1.00990529e-08,1.01091766e-08,1.01081113e-08,1.0120023e-08,1.02101665e-08,1.01908592e-08,1.0570206e-08,1.05796054e-08,1.05284575e-08,1.10799687e-08,1.11493715e-08,1.11001622e-08,1.05709959e-08,1.1159178e-08,1.13601369e-08,1.08292068e-08,1.11216878e-08,1.08396339e-08,1.1341031e-08,1.0770405e-08,1.1099178e-08,1.08009232e-08,1.08094539e-08,1.08012315e-08,1.10015298e-08,1.08289433e-08
ull,min,1.03685292e-08,1.03713753e-08,8.1390077e-09,1.03588823e-08,1.02990121e-08,1.03603174e-08,1.03785097e-08,1.03898587e-08,1.03794995e-08,1.04209331e-08,1.04599069e-08,1.05886017e-08,1.04701303e-08,1.0590515e-08,1.05693063e-08,1.05892459e-08,5.5279575e-09,5.5804256e-09,5.5290439e-09,5.5691928e-09,5.5422298e-09,5.6597488e-09,5.6008893e-09,5.6311795e-09,5.6501357e-09,5.4896992e-09,5.6808586e-09,5.6702026e-09,5.6696953e-09,5.6408891e-09,5.6709816e-09,5.6706599e-09,5.7003317e-09,5.6988371e-09,5.7187903e-09,5.6994991e-09
ull,med,1.03685292e-08,1.08891159e-08,1.0350663e-08,1.03651959e-08,1.03600066e-08,1.03604306e-08,1.0377977e-08,1.03707127e-08,1.0370918e-08,1.03739578e-08,1.03684659e-08,1.03684508e-08,1.03699612e-08,1.03786032e-08,1.0399424e-08,1.03339322e-08,1.05902061e-08,1.05909467e-08,1.05897371e-08,1.24090324e-08,1.03498395e-08,1.08546175e-08,1.01410406e-08,1.01041428e-08,1.00393065e-08,1.03135445e-08,1.1360444e-08,1.03948338e-08,1.00888702e-08,1.01496581e-08,1.13606664e-08,1.01048071e-08,1.04202332e-08,1.01710545e-08,1.04401228e-08,1.02851047e-08
ull,avg,1.03685292e-08,1.08891159e-08,9.6135512e-09,1.0368241e-08,1.03446919e-08,1.03631115e-08,1.03784107e-08,1.03663965e-08,1.03585665e-08,1.03498897e-08,1.03432561e-08,1.03527666e-08,1.0333692e-08,1.03678055e-08,1.03313742e-08,1.03423129e-08,8.9852269e-09,8.8048003e-09,8.6206384e-09,1.01783685e-08,9.5842732e-09,1.00578679e-08,1.02595804e-08,9.846452e-09,9.2589782e-09,1.0086369e-08,1.00702338e-08,9.8405796e-09,9.3958082e-09,8.9805104e-09,1.00203242e-08,9.6770056e-09,9.8967897e-09,9.911126e-09,9.8830809e-09,9.9509566e-09
float,max,1.28196295e-08,1.28104605e-08,1.28312274e-08,1.28086865e-08,1.28099973e-08,1.28206963e-08,1.28201486e-08,1.28397621e-08,1.25911913e-08,1.25691187e-08,1.26005563e-08,1.25790028e-08,1.26192465e-08,1.26494182e-08,1.26900414e-08,1.26702209e-08,1.38687933e-08,1.33591345e-08,1.38094835e-08,1.3440433e-08,1.36193889e-08,1.30700699e-08,1.38486017e-08,1.384854e-08,1.38579939e-08,1.34994714e-08,1.38495177e-08,1.37804779e-08,1.38300713e-08,1.38695625e-08,1.39005235e-08,1.35099312e-08,1.35295125e-08,1.3549202e-08,1.38493657e-08,1.36397012e-08
float,min,1.28196295e-08,1.2799989e-08,1.2818835e-08,1.27999017e-08,1.27904605e-08,1.28083717e-08,1.27995184e-08,1.28096942e-08,1.29393024e-08,1.29312074e-08,1.29697298e-08,1.29296539e-08,1.29797418e-08,1.297832e-08,1.28100096e-08,1.29878488e-08,1.02005833e-08,6.9204742e-09,6.919514e-09,6.919953e-09,6.9317583e-09,1.50011044e-08,1.33591655e-08,6.7300237e-09,6.8305643e-09,6.9507233e-09,6.9612431e-09,6.95091e-09,7.0082257e-09,6.9409828e-09,6.9211728e-09,6.9699773e-09,6.9403458e-09,6.6791396e-09,6.7587662e-09,6.9690674e-09
